where,word,mean,pinYin,pinYinSearch,Pronunciation
奉贤,茶(茶),[空],zo2(zo³¹),zo2,暂无
奉贤,渣(渣),[空],tso1(tso⁵³),tso1,暂无
奉贤,诈(詐),[空],tso5(tso³³⁵),tso5,暂无
奉贤,炸(炸),[空],tso5(tso³³⁵),tso5,暂无
奉贤,叉(叉),[空],tsho1(tsʰo⁵³),tsho1,暂无
奉贤,差(差),[空],tsho1(tsʰo⁵³),tsho1,暂无
奉贤,差(差),[空],tsha1(tsʰɑ⁵³),tsha1,暂无
奉贤,岔(岔),[空],tsho1(tsʰo⁵³),tsho1,暂无
奉贤,查(查),[空],zo2(zo³¹),zo2,暂无
奉贤,沙(沙),白,so1(so⁵³),so1,暂无
奉贤,沙(沙),文,sa1(sɑ⁵³),sa1,暂无
奉贤,纱(紗),[空],so1(so⁵³),so1,暂无
奉贤,洒(灑),[空],sa3(sɑ⁴⁴),sa3,暂无
奉贤,加(加),白,ka1(kɑ⁵³),ka1,暂无
奉贤,加(加),文,cia1(ʄiɑ⁵³),cia1,暂无
奉贤,嘉(嘉),白,ka1(kɑ⁵³),ka1,暂无
奉贤,嘉(嘉),文,cia1(ʄiɑ⁵³),cia1,暂无
奉贤,家(家),白,ka1(kɑ⁵³),ka1,暂无
奉贤,家(家),文,cia1(ʄiɑ⁵³),cia1,暂无
奉贤,傢(傢),白,ka1(kɑ⁵³),ka1,暂无
奉贤,傢(傢),文,cia1(ʄiɑ⁵³),cia1,暂无
奉贤,假(假),白,ka3(kɑ⁴⁴),ka3,暂无
奉贤,假(假),文,cia3(ʄiɑ⁴⁴),cia3,暂无
奉贤,假(假),白,ka5(kɑ³³⁵),ka5,暂无
奉贤,假(假),文,cia5(ʄiɑ³³⁵),cia5,暂无
奉贤,贾(賈),[空],cia3(ʄiɑ⁴⁴),cia3,暂无
奉贤,稼(稼),[空],cia5(ʄiɑ³³⁵),cia5,暂无
奉贤,嫁(嫁),白,ka5(kɑ³³⁵),ka5,暂无
奉贤,嫁(嫁),文,cia5(ʄiɑ³³⁵),cia5,暂无
奉贤,架(架),白,ka5(kɑ³³⁵),ka5,暂无
奉贤,架(架),文,cia5(ʄiɑ³³⁵),cia5,暂无
奉贤,驾(駕),白,ka5(kɑ³³⁵),ka5,暂无
奉贤,驾(駕),文,cia5(ʄiɑ³³⁵),cia5,暂无
奉贤,价(價),白,ka5(kɑ³³⁵),ka5,暂无
奉贤,价(價),文,cia5(ʄiɑ³³⁵),cia5,暂无
奉贤,牙(牙),[空],nga2(ŋɑ³¹),nga2,暂无
奉贤,芽(芽),白,nga2(ŋɑ³¹),nga2,暂无
奉贤,芽(芽),文,ya2(ɦiɑ³¹),ya2,暂无
奉贤,衙(衙),白,nga2(ŋɑ³¹),nga2,暂无
奉贤,衙(衙),文,ya2(ɦiɑ³¹),ya2,暂无
奉贤,雅(雅),[空],ia3(∅iɑ⁴⁴),ia3,暂无
奉贤,霞(霞),[空],ia1(∅iɑ⁵³),ia1,暂无
奉贤,霞(霞),[空],ya2(ɦiɑ³¹),ya2,暂无
奉贤,下(下),白,ghau6(ɦɔ¹¹³),ghau6,暂无
奉贤,下(下),文,shia5(çiɑ³³⁵),shia5,暂无
奉贤,夏(夏),白,ghau6(ɦɔ¹¹³),ghau6,暂无
奉贤,夏(夏),文,shia5(çiɑ³³⁵),shia5,暂无
奉贤,鸦(鴉),[空],ia1(∅iɑ⁵³),ia1,暂无
奉贤,丫(丫),白,o1(∅o⁵³),o1,暂无
奉贤,丫(丫),[空],au1(∅ɔ⁵³),au1,暂无
奉贤,丫(丫),文,ia1(∅iɑ⁵³),ia1,暂无
奉贤,哑(啞),白,o3(∅o⁴⁴),o3,暂无
奉贤,哑(啞),白,au3(∅ɔ⁴⁴),au3,暂无
奉贤,哑(啞),文,ia3(∅iɑ⁴⁴),ia3,暂无
奉贤,亚(亞),[空],ia3(∅iɑ⁴⁴),ia3,暂无
奉贤,姐(姐),[空],tsia3(tsiɑ⁴⁴),tsia3,暂无
奉贤,借(借),[空],tsia5(tsiɑ³³⁵),tsia5,暂无
奉贤,且(且),[空],tshi3(tsʰi⁴⁴),tshi3,暂无
奉贤,写(寫),[空],sia3(siɑ⁴⁴),sia3,暂无
奉贤,泻(瀉),[空],sia5(siɑ³³⁵),sia5,暂无
奉贤,卸(卸),[空],sia5(siɑ³³⁵),sia5,暂无
奉贤,邪(邪),[空],zia2(ziɑ³¹),zia2,暂无
奉贤,斜(斜),[空],zia2(ziɑ³¹),zia2,暂无
奉贤,谢(謝),[空],zia6(ziɑ¹¹³),zia6,暂无
奉贤,爹(爹),[空],tia1(ɗiɑ⁵³),tia1,暂无
奉贤,遮(遮),[空],tso1(tso⁵³),tso1,暂无
奉贤,者(者),[空],tse3(tse⁴⁴),tse3,暂无
奉贤,蔗(蔗),[空],tso5(tso³³⁵),tso5,暂无
奉贤,车(車),[空],tsho1(tsʰo⁵³),tsho1,暂无
奉贤,扯(扯),[空],tsha3(tsʰɑ⁴⁴),tsha3,暂无
奉贤,蛇(蛇),[空],zo2(zo³¹),zo2,暂无
奉贤,射(射),[空],zo5(zo³³⁵),zo5,暂无
奉贤,射(射),[空],zaoq8(zɔʔ³),zaoq8,暂无
奉贤,射(射),[空],ze6(ze¹¹³),ze6,暂无
奉贤,舍(舍),[空],se5(se³³⁵),se5,暂无
奉贤,舍(捨),[空],so3(so⁴⁴),so3,暂无
奉贤,舍(舍),[空],soe5(sø³³⁵),soe5,暂无
奉贤,赦(赦),[空],so5(so³³⁵),so5,暂无
奉贤,社(社),[空],zo6(zo¹¹³),zo6,暂无
奉贤,惹(惹),[空],za6(zɑ¹¹³),za6,暂无
奉贤,爷(爺),[空],ya2(ɦiɑ³¹),ya2,暂无
奉贤,野(野),[空],ya6(ɦiɑ¹¹³),ya6,暂无
奉贤,夜(夜),[空],ya6(ɦiɑ¹¹³),ya6,暂无
奉贤,瓜(瓜),[空],ko1(ko⁵³),ko1,暂无
奉贤,寡(寡),[空],ko5(ko³³⁵),ko5,暂无
奉贤,夸(誇),[空],kho1(kʰo⁵³),kho1,暂无
奉贤,垮(垮),[空],khua3(kʰuɑ⁴⁴),khua3,暂无
奉贤,跨(跨),白,kho5(kʰo³³⁵),kho5,暂无
奉贤,跨(跨),文,khua5(kʰuɑ³³⁵),khua5,暂无
奉贤,瓦(瓦),[空],ngo4(ŋo²²),ngo4,暂无
奉贤,瓦(瓦),又,ngau4(ŋɔ²²),ngau4,暂无
奉贤,花(花),[空],ho1(ho⁵³),ho1,暂无
奉贤,化(化),[空],ho5(ho³³⁵),ho5,暂无
奉贤,华(華),[空],gho2(ɦo³¹),gho2,暂无
奉贤,划(劃),[空],o1(∅o⁵³),o1,暂无
奉贤,补(補),[空],pu3(ɓu⁴⁴),pu3,暂无
奉贤,谱(譜),[空],pu5(ɓu³³⁵),pu5,暂无
奉贤,布(布),[空],pu5(ɓu³³⁵),pu5,暂无
奉贤,铺(鋪),[空],phu1(pʰu⁵³),phu1,暂无
奉贤,普(普),[空],phu5(pʰu³³⁵),phu5,暂无
奉贤,浦(浦),【校】原phu5,phu3(pʰu⁴⁴),phu3,暂无
奉贤,蒲(蒲),[空],bu2(bu³¹),bu2,暂无
奉贤,菩(菩),[空],bu2(bu³¹),bu2,暂无
奉贤,部(部),[空],bu6(bu¹¹³),bu6,暂无
奉贤,簿(簿),[空],bu6(bu¹¹³),bu6,暂无
奉贤,捕(捕),[空],bu6(bu¹¹³),bu6,暂无
奉贤,步(步),[空],bu6(bu¹¹³),bu6,暂无
奉贤,模(模),[空],mo2(mo³¹),mo2,暂无
奉贤,暮(暮),[空],mo6(mo¹¹³),mo6,暂无
奉贤,慕(慕),[空],mo6(mo¹¹³),mo6,暂无
奉贤,墓(墓),[空],mo6(mo¹¹³),mo6,暂无
奉贤,募(募),[空],mo6(mo¹¹³),mo6,暂无
奉贤,都(都),[空],tu1(ɗu⁵³),tu1,暂无
奉贤,赌(賭),[空],tu3(ɗu⁴⁴),tu3,暂无
奉贤,堵(堵),[空],tu3(ɗu⁴⁴),tu3,暂无
奉贤,肚(肚),[空],tu3(ɗu⁴⁴),tu3,暂无
奉贤,妒(妒),[空],tu5(ɗu³³⁵),tu5,暂无
奉贤,土(土),[空],thu3(tʰu⁴⁴),thu3,暂无
奉贤,吐(吐),[空],thu3(tʰu⁴⁴),thu3,暂无
奉贤,兔(兔),[空],thu5(tʰu³³⁵),thu5,暂无
