text	verb	explanation	madarian	romen	ro_correct	hanzi	han_correct	page	description	toggle	note	updated_at
Sourd. 	adj.	Peu sonore.	聋	véh da’ ‘hiang.		勿大响		536	保留簡體	true	自旧档汇入	2026-04-13T01:27:08+08:00
Sourdine.	 sf.	(À la)	沉默的	é’ é’ ’li.		暗暗裏		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sourdre.	 vn.		乐曲	yong ts‘éh.	’yong ts‘éh	涌出		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sourdre.	 vn.		乐曲	lieû ts‘éh lai.		流出來		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souriant.	 adj.	(Visage)	微笑	’mé mié’ siao’ ’ngè.		滿面笑眼		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souriant.	 adj.	Tout -	微笑	siao’ mi mi		笑眯眯		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souriant.	 adj.	Tout -	微笑	ta’ siao’ yong.		帶笑容		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souricière.	 sf.		捕鼠器	moh mao.		木猫		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souricière.	 sf.		捕鼠器	’lao ’se ghèh (kèh)tsié.	’lao ’se gèh (kèh)’tsié.	老鼠[扌劼]（夾）剪		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souricière.	 sf.		捕鼠器	’lao ’se long(kèh).		老鼠籠（夾）		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sourire. 	vn. Sm.		微笑	siao’ hi hi		笑嘻嘻		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sourire. 	vn. Sm.		微笑	siao’ mi mi		笑眯眯		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souris. 	 sf.		老鼠	’siao ’lao ’se(tse) [ih tsah].		小老鼠[一隻]		536	待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Sournois. 	 adj. et sm.		狡猾	yen gnen.		陰人		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sournois. 	 adj. et sm.		狡猾	’yeû sin se gnen.		有心思人		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.		在下面	…’ti ’hao.		…底下		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.		在下面	 ... ’hao ’ti.		…下底		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.		在下面	’la..’hao deû.		拉…下頭		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	Dans. –terre	在下面	’li.		裹		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	Dans. –terre	在下面	di’ ’ti ’hao.		地底下		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	Dans. –terre	在下面	’la gni ’li.		拉坭裏		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	Porter un livre-le bras.	在下面	ghèh su.	gèh su	[扌劼]書		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	–K'ang-hi.	在下面	K‘aong-hi gné kè.		康熙年間		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	–l'autorité de qqn.	在下面	’seû ’hao gnen.		手下人		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	–l'autorité de qqn.	在下面	’ti ’hao gnen.		底下人		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	–l'autorité de qqn.	在下面	’hao zôh. 		下屬		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	À portée de : -la main.	在下面	’seû ’hao.		手下		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous. 	 prép.	À portée de : -la main.	在下面	’la ’seû pié(ken) deû.		拉手邊（根）頭		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-affermer.	 va.		转租给他	’tsé tsou ’la biéh gnen.		轉租拉别人		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscription.	 sf.		订阅	kieu haong’.		捐項		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscription.	 sf.		订阅	kieu ’k‘oé.		捐款		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscription.	 sf.	Ouvrir une	订阅	’sia kieu.		寫捐		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscription.	 sf.	Ouvrir une	订阅	kieu dong dié.		捐銅錢		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	 va.	Signer.	订阅	ts‘ié h‘ouo èh.		簽花押		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	 va.	Signer.	订阅	’sia ming deû.		寫名頭		536		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	 va.	Signer.	订阅	kiu’ ming.	ghiu’ ming	具名		536	待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	 va.	S'engager par souscription.	订阅	gneu’ kieu.		願捐		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	vn.	–à . Adhérer.	订阅	ken zong.		跟從		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	vn.	–à . Adhérer.	订阅	vou’ zong		附從		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souscrire. 	vn.	–à . Adhérer.	订阅	tèh yeng’.		答應		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-diaconat.	sm. (C.).		下限	’n ’p‘in.		五品		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-diacre. 	sm. (C.).		下调	’n ’p‘in siang kong.	’n ’p‘in siang’ kong.	五品相公		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-entendu(C'est).	adj.		暗示（这是）	véh pih ’kien wo’.		勿必緊話		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-entendu(C'est).	adj.		暗示（这是）	ze’ zé eul zé.		自然而然		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-lieutenant.	sm.		少尉	yeng zéh ’tsong. 		營十總		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-louer.	va.		释	’tsé tsou ’la biéh gnen.		轉租拉别人		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-louer.	va.		释	zong tsou.		重租		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfecture.	sf.		亚府	yeu’.		縣		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfecture.	sf.		亚府	yeu’ ven’.		縣分		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfecture.	sf.		亚府	t‘ing.		廳		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfecture.	sf.	Tcheou dépendant	亚府	zôh tseû.		屬州		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfecture.	sf.	Tcheou dépendant	亚府	sè’ tseû.		散州		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfecture.	sf.	–indépendant.	亚府	zeh li’ tseû.		直隸州		537	待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfet.	sm.		亚府	tse yeu’.		知縣		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfet.	sm.		亚府	dong tse.		同知		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfet.	sm.	Monsieur le – 	亚府	yeu’ tsen, 		縣尊		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-préfet.	sm.	Monsieur le – 	亚府	koei’ yeu’.		貴縣		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraction.	sf.		下划线	zu (’kè) fèh.		除（减）法		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.		减去	zu.		除		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.		减去	zu ts‘éh lai.		除出來		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.		减去	’kè t‘éh.		减脱		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.		减去	’kè ’sao.		减少		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.	Le nombre dont on soustraire.	减去	dou’ sou’.		大數		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.	Le nombre à –. Le reste: Dérober.	减去	’siao sou’.		小数		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.	Le nombre à –. Le reste: Dérober.	减去	yu sou’.		餘數		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.	Le nombre à –. Le reste: Dérober.	减去	zeng’ sou’.		剩數		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soustraire.	va.	Le nombre à –. Le reste: Dérober.	减去	t‘eû méh ze’.		偷物事		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sous-ventrière.	sf.		裤带	’mô ’dou ta’ [ih diao].		馬肚帶[一條]		537	待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Soute.	sf.		掩体	zé ts‘aong.		船艙		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soute.	sf.	–à charion	掩体	mei ts‘aong.		煤艙		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soute.	sf.	–aux poudres.	掩体	’h‘ou yah ts‘aong.		火藥艙		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.		支持	wou zu’.		扶住		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.		支持	wou ih wou.		扶一扶		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.		支持	ts‘è ih ts‘è.		攙一攙		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.		支持	ts‘ang’.		撑		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Sustenter.–sa famille.	支持	’yang.		養		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Sustenter.–sa famille.	支持	k‘ai siao ka ’li fi’ yong’.		開銷家裏费用		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Ne pouvoir –,, ,,	支持	’yang véh ’k‘i. 		養勿起		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Ne pouvoir –,, ,,	支持	k‘ai siao véh ts‘éh.		開銷勿出		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Aider (au moral).	支持	wou zou’.		扶助		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Défendre. Patronner.	支持	’pao wou’.		保護		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Défendre. Patronner.	支持	paong zou’.		幫助		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Défendre. Patronner.	支持	dai ’kiu.		抬舉		537	异體字已修改	true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	vr.	se -.	支持	lih ’la.		立拉		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Se –de les airs. Se –sur l'eau.	支持	fi ’k‘i lai.		飛起來		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Se –de les airs. Se –sur l'eau.	支持	’t‘en.		氽		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutenir.	va.	Se –de les airs. Se –sur l'eau.	支持	p‘iao.		漂		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souterrain.	sm. 		地下	di’ dong’.		地洞		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souterrain.	adj.		地下	di’ bi ’li hiang’.		地皮裏向		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souterrain.	adj.		地下	di’ ’ti ’hao ke’.		地底下个		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutien.	sm.	matériel	支持	ts‘ang’ deû.		撑頭		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutien.	sm.	appui moral	支持	k‘ao’ deû (’baong).		靠頭（傍）		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutien.	sm.	appui moral	支持	i k‘ao’.		依靠		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par adresse	拉紧	lih ts‘éh lai.		瀝出來		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par adresse	拉紧	’hong.	’h‘ong.	哄		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par adresse	拉紧	k‘ieu t‘ao’.		圈套		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par fourberie	拉紧	’hong p‘ié’.	’h‘ong p‘ié’.	哄騙		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par fourberie	拉紧	p‘ie’.		騙		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par fourberie	拉紧	’koa.		拐		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soutirer.	va. 	Fig. –par fourberie	拉紧	ts‘ah sao.		拆稍		537	待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvenir.	sm.	garder le –de.	记忆	ki’ ’la sin ’li.		記拉心裏		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvenir.	sm.	garder le –de.	记忆	gnè’ gnè’ péh waong’		念念不忘		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvenir.	sm.	Don à un ami.	记忆	ki’ gnè’.		記念		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvenir.	sm.	Don à un ami.	记忆	’piao ki’.		表記		537		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvenir.	sm.	Donner en –à qqn.	记忆	péh i tsou’ ki’ gnè’.		撥伊做記念		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvenir (Se). 	vr.		纪念品（SE）	ki’ teh (’h‘ao, lao).		能得（好，牢）		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvent.	adv.		经常	tsôh koè’.		足慣		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvent.	adv.		经常	’h‘ao ’ki(ta) wei.		好幾（多）回		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvent.	adv.		经常	ta t‘aong’ (wei).		多[車尚]（回）	多趟（回）	538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvent.	adv.		经常	hè (kiu) zang.		閑（居）常		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvent.	adv.	le plus –.	经常	sè péh ze.		三不時		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souvent.	adv.	le plus –.	经常	sè gnéh ’liang wang deû.		三日兩横頭		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souverain.	sm.		君主	waong ti’.		皇帝		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souverain.	sm.		君主	waong zaong’.		皇上		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souverain.	adj.	le plus grand.	君主	tsu’ dou’ ke’.		最大个		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souverain.	adj.	,, ,, parfait.	君主	’ting ’h‘ao ke’.		頂好个		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souverain.	adj.	[Remède] –.	君主	zéh fen ’yeû yao’ gné’.		十分有效驗		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souverain.	adj.	[Remède] –.	君主	’lu se’ ’lu yao’.		屢試屢效		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souveraineté.	sf.	avoir la –.	主权	waong ghieu .		皇權		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Souveraineté.	sf.	avoir la –.	主权	’koé kôh kia.		管國家		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Soy.	sm.	Assaisonnement	酱油	tsiang’ yeû.		醬油		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spacieux.	adj.		宽敞的	k‘oéh (k‘oé) dou’.		闊（寬）大		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spacieux.	adj.		宽敞的	mè k‘oé se’.		蠻寬勢		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spasme.	sm.		痉挛	k‘ié kien.		牽筋		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spasme.	sm.		痉挛	kieng fong.		驚瘋		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spasme.	sm.		痉挛	dè kieu.		痰瘚		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spasme.	sm.		痉挛	souo. 		痧		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spasme.	sm.		痉挛	keh wai’ ke’.		格外个		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécial.	adj.	exceptionnel.	特别的	tsé wei’ ke’.		專為个		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécial.	adj.	exceptionnel.	特别的	ling’ nga’.		另外		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécial.	adj.	exceptionnel.	特别的	deh di’ (wei’). 		特地（爲）		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécialement.	adv.		尤其	tsé men.		專門		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécialiste.	sm.		专家	’k‘ao kieû’.		考究		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécialiste.	sm.		专家	ze’ ze’ eul fi ke’ seh wo’.		似是而非個説話		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécieux.	adj.	(Langage)	似乎	di ts‘éh.		提出		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécifier.	va.		指定	’tse ding’.		指定		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécifier.	va.		指定	zôh yang’ wo’ ming.		逐樣話明		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécifier.	va.		指定	miao’ faong.		妙方		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécifique.	sm.		具体的	tsé ze’.		專治		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécifique.	sm.		具体的	yang’ ’tse.		樣子		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécimen.	sm.		样品	seh yang’.		式樣		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spécimen.	sm.		样品	mô yang’.		模樣		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectacle.	sm.	Comédie	展示	’h‘ao k‘eu’.		好看		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectacle.	sm.	Comédie	展示	hi’ [ih dai].		戲[一臺]		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectateur.	sm.		观众	k‘eu’ ke’ gnen. 		看个人		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.		怪物、幽灵	koa’ wéh.		怪物		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.		怪物、幽灵	’kiu.		鬼		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.		怪物、幽灵	kiang se.		僵尸		538	保留簡體	true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.		怪物、幽灵	yao koa’.		妖怪		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	–solaire donnant: 	光谱	ts‘ih seh dou ven.		七色圖分		538	格式待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	Rouge	光谱	hong.		紅		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	Orangé	光谱	tsu.		朱		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	Jaune	光谱	waong.		黄		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	Vert	光谱	lôh.		緑		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	Bleu	光谱	lè.		藍		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spectre.	sm.	Indigo	光谱	ts‘ing.		青		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spéculer.	vn.	Violet	推测	’tse.		紫		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spéculer.	vn.		推测	’zè (’den, t‘èh) hou’ seh.	’zè (’den, t‘èh) h‘ou’ seh.	棧（囤，[貝日羽]）貨色	棧（囤，？）貨色	538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spéculer.	vn.		推测	t‘é li’ sieh.		貪利息		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sperme.	sm.		精子	tsing.		精		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sphère.	sf.		领域	ghieû.		球		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sphère.	sf.	Fonction propre.	领域	ven’ nei’ tse ze’ .		分内之事		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sphère.	sf.	Rester dans sa –.	领域	eu ven’ ’seû ’ki.		安分守己		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Sphérique.	adj.		球形	ziang’ ghieû neng ke’.		像球能个		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spiral.	sm.	d'une montre	螺旋	sie’ waong.		綫簧		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spiral.	sm.	d'une montre	螺旋	yeû se [ih diao].		游絲[一條]		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirale.	sf.		螺旋	lou se ziang’.		螺螄像		538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.	incorporel.	精神的	m yeng m ziang’ ke’.		無形無像个	嘸形嘸像个	538		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.	Ayant rapport à l'âme.	精神的	zen.		神		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.		精神的	ling wen laong’ ke’.		靈魂上个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.	Père -.(C.).	精神的	zen se.		神師		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.		精神的	zen vou’.		神父		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.	Intelligent. 	精神的	ts‘ong ming ke’.		聰明个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.	Air -	精神的	ziang’ ming bah ke’.		像明白个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituel.	adj.		精神的	mié’ mao’ ts‘ing sieû’.		面貌清秀		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituellement. 	adv.		精神地	ling li’ ke’. 		伶俐个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituellement. 	adv.	En esprit.	精神地	sin ’li.		心裏		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spirituellement. 	adv.		精神地	zen. 		神		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendeur. 	sf.		辉煌	koang liang’.		光亮		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendeur. 	sf.		辉煌	koang ’ts‘ai.		光彩		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendeur. 	sf.		辉煌	wo li’.		華麗		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendide. 	adj.		华丽的	ts‘éh seh.		出色		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendide. 	adj.		华丽的	daong daong waong waong ke’.		堂堂煌煌个	堂堂皇皇个	539	待定	true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendide. 	adj.		华丽的	’t‘i ’t‘i mié’ mié’ ke’.		體體面面个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Splendide. 	adj.		华丽的	koé mié.	koé ’mié	冠冕		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spolier. 	va.		抢	’ts‘iang		搶		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spolier. 	va.		抢	t‘eû.		偷		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spolier. 	va.		抢	pôh siah.		剥削		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spongieux. 	adj.		海绵	song weû ke’.		鬆浮个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spongieux. 	adj.		海绵	k‘ieh ’se ke’.		吃水个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spontané. 	adj.		自发的	ts‘éh tse ’pen sing’.		出之本性		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spontané. 	adj.		自发的	ze’ zé.		自然		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Spontanément. 	adv.		自发地	ze’ zé eul zé ke’.		自然而然个		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Squelette. 	sm.		骨骼	k‘ou koéh.		枯骨		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Squelette. 	sm.		骨骼	ih fou’ koéh deû.		一副骨頭		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
Squelette. 	sm.	Ce n'est plus qu'un -.	骨骼	seû’ lai ih ’pouo koéh deû.		瘦來一把骨頭		539		true	自旧档汇入	2026-04-13T01:27:08+08:00
