where	word	mean	pinYin	toggle	pinYinSearch	Pronunciation	note	updated_at
上海·市区(中新派)	芯(芯)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	辛(辛)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	歆(歆)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	新(新)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	薪(薪)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	馨(馨)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	莘(莘)	~庄，地名	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	鑫(鑫)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	锌(鋅)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	兴(興)	~旺	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	星(星)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	猩(猩)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	惺(惺)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	腥(腥)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蜻(蜻)	~蜓	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	掀(掀)	[空]	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	眚(眚)	生~，眼病	shin1(ɕin⁵³)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	欣(欣)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	信(信)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	衅(釁)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	囟(囟)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	省(省)	反~	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	醒(醒)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	兴(興)	~奋	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	性(性)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	姓(姓)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	讯(訊)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	迅(迅)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	汛(汛)	[空]	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	臖(臖)	~起，肿	shin5(ɕin³³⁴)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	秦(秦)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	尽(盡)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	烬(燼)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	寻(尋)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	浔(潯)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	巡(巡)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	循(循)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蕈(蕈)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	情(情)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	晴(晴)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	静(靜)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	靖(靖)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	净(淨)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	旬(旬)	[空]	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	饧(餳)	~糖	zhin6(ʑin¹¹³)	true	zhin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	淫(淫)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	霪(霪)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	寅(寅)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	引(引)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蚓(蚓)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	尹(尹)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	胤(胤)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	行(行)	~动。文	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	形(形)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	型(型)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	刑(刑)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	邢(邢)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	幸(幸)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	悻(悻)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	楹(楹)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	盈(盈)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	莹(瑩)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	营(營)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	茔(塋)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	萤(螢)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	荧(熒)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	颖(穎)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	颍(潁)	[空]	yin6(ɦin¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	音(音)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	阴(陰)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	喑(喑)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	瘖(瘖)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	因(因)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	姻(姻)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	茵(茵)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	氤(氤)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	殷(殷)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	尹(尹)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	荫(蔭)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	应(應)	~当	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	鹰(鷹)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	膺(膺)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	莺(鶯)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	樱(櫻)	文	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	鹦(鸚)	文	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	罂(罌)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	英(英)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	瑛(瑛)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	婴(嬰)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	缨(纓)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蝇(蠅)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	萦(縈)	[空]	in1(in⁵³)	true	in1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	饮(飲)	[空]	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	隐(隱)	[空]	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	瘾(癮)	[空]	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	印(印)	[空]	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	影(影)	[空]	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	应(應)	答~	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	映(映)	文	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	洇(洇)	水缸~水勒，渗透	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	瀴(瀴)	水~，冷	in5(in³³⁴)	true	in5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	衮(袞)	[空]	kuen1(kuən⁵³)	true	kuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	滚(滾)	[空]	kuen1(kuən⁵³)	true	kuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	棍(棍)	[空]	kuen1(kuən⁵³)	true	kuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	磙(磙)	[空]	kuen1(kuən⁵³)	true	kuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	鲧(鯀)	[空]	kuen1(kuən⁵³)	true	kuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	昆(昆)	[空]	khuen1(kʰuən⁵³)	true	khuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	坤(坤)	[空]	khuen1(kʰuən⁵³)	true	khuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	琨(琨)	[空]	khuen1(kʰuən⁵³)	true	khuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	鲲(鯤)	[空]	khuen1(kʰuən⁵³)	true	khuen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	捆(捆)	[空]	khuen5(kʰuən³³⁴)	true	khuen5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	困(困)	[空]	khuen5(kʰuən³³⁴)	true	khuen5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	困(睏)	[空]	khuen5(kʰuən³³⁴)	true	khuen5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	婚(婚)	[空]	huen1(huən⁵³)	true	huen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	昏(昏)	[空]	huen1(huən⁵³)	true	huen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	荤(葷)	[空]	huen1(huən⁵³)	true	huen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	浑(渾)	[空]	wen6(ɦuən¹¹³)	true	wen6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	魂(魂)	[空]	wen6(ɦuən¹¹³)	true	wen6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	馄(餛)	~饨	wen6(ɦuən¹¹³)	true	wen6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	混(混)	[空]	wen6(ɦuən¹¹³)	true	wen6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	诨(諢)	[空]	wen6(ɦuən¹¹³)	true	wen6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	温(溫)	[空]	uen1(uən⁵³)	true	uen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	瘟(瘟)	[空]	uen1(uən⁵³)	true	uen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蕴(蘊)	~藻浜，地名	uen1(uən⁵³)	true	uen1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	稳(穩)	[空]	uen5(uən³³⁴)	true	uen5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	均(均)	[空]	ciun1(tɕyn⁵³)	true	ciun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	钧(鈞)	[空]	ciun1(tɕyn⁵³)	true	ciun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	君(君)	[空]	ciun1(tɕyn⁵³)	true	ciun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	军(軍)	[空]	ciun1(tɕyn⁵³)	true	ciun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	菌(菌)	[空]	ciun1(tɕyn⁵³)	true	ciun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	皲(皸)	[空]	ciun1(tɕyn⁵³)	true	ciun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	窘(窘)	[空]	ciun5(tɕyn³³⁴)	true	ciun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	峻(峻)	[空]	ciun5(tɕyn³³⁴)	true	ciun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	浚(浚)	[空]	ciun5(tɕyn³³⁴)	true	ciun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	竣(竣)	[空]	ciun5(tɕyn³³⁴)	true	ciun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	俊(俊)	[空]	ciun5(tɕyn³³⁴)	true	ciun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	骏(駿)	[空]	ciun5(tɕyn³³⁴)	true	ciun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	菌(菌)	[空]	chiun1(tɕʰyn⁵³)	true	chiun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	群(群)	[空]	jiun6(dʑyn¹¹³)	true	jiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	裙(裙)	[空]	jiun6(dʑyn¹¹³)	true	jiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	郡(郡)	[空]	jiun6(dʑyn¹¹³)	true	jiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	熏(熏)	[空]	shiun1(ɕyn⁵³)	true	shiun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	熏(薰)	[空]	shiun1(ɕyn⁵³)	true	shiun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	勋(勛)	[空]	shiun1(ɕyn⁵³)	true	shiun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	醺(醺)	[空]	shiun1(ɕyn⁵³)	true	shiun1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	荀(荀)	[空]	shiun5(ɕyn³³⁴)	true	shiun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	询(詢)	[空]	shiun5(ɕyn³³⁴)	true	shiun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	驯(馴)	[空]	shiun5(ɕyn³³⁴)	true	shiun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	迅(迅)	[空]	shiun5(ɕyn³³⁴)	true	shiun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	殉(殉)	[空]	shiun5(ɕyn³³⁴)	true	shiun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	训(訓)	[空]	shiun5(ɕyn³³⁴)	true	shiun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	巡(巡)	[空]	zhiun6(ʑyn¹¹³)	true	zhiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	旬(旬)	[空]	zhiun6(ʑyn¹¹³)	true	zhiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	徇(徇)	[空]	zhiun6(ʑyn¹¹³)	true	zhiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	循(循)	[空]	zhiun6(ʑyn¹¹³)	true	zhiun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	云(云)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	匀(勻)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	云(雲)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	陨(隕)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	殒(殞)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	韵(韻)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	芸(芸)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	耘(耘)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	运(運)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	孕(孕)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	晕(暈)	[空]	yun6(ɦyn¹¹³)	true	yun6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蕴(蘊)	[空]	iun5(yn³³⁴)	true	iun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	允(允)	[空]	iun5(yn³³⁴)	true	iun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	熨(熨)	[空]	iun5(yn³³⁴)	true	iun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	酝(醞)	[空]	iun5(yn³³⁴)	true	iun5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	捧(捧)	[空]	phon5(pʰoŋ³³⁴)	true	phon5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蓬(蓬)	[空]	bon6(boŋ¹¹³)	true	bon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	篷(篷)	[空]	bon6(boŋ¹¹³)	true	bon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	凤(鳳)	~仙花	bon6(boŋ¹¹³)	true	bon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	埲(埲)	~尘，灰土	bon6(boŋ¹¹³)	true	bon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蒙(蒙)	~眼睛，遮	mon1(moŋ⁵³)	true	mon1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	蒙(蒙)	[空]	mon6(moŋ¹¹³)	true	mon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
上海·市区(中新派)	朦(朦)	[空]	mon6(moŋ¹¹³)	true	mon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
