where	word	mean	pinYin	toggle	pinYinSearch	Pronunciation	note	updated_at
崇明	瘫(癱)	[空]	thoe1(tʰø⁵⁵)	true	thoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	滩(灘)	海~	thoe1(tʰø⁵⁵)	true	thoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	摊(攤)	~派	thoe1(tʰø⁵⁵)	true	thoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	碳(碳)	[空]	thoe5(tʰø³³)	true	thoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	叹(歎)	[空]	thoe5(tʰø³³)	true	thoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	炭(炭)	[空]	thoe5(tʰø³³)	true	thoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	探(探)	把悬挂的东西取下	thoe5(tʰø³³)	true	thoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	团(團)	[空]	doe2(dø²⁴)	true	doe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	抟(摶)	[空]	doe2(dø²⁴)	true	doe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	糰(糰)	[空]	doe2(dø²⁴)	true	doe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	弹(彈)	动词	doe2(dø²⁴)	true	doe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	断(斷)	弄~	doe4(dø²⁴²)	true	doe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蛋(蛋)	[空]	doe6(dø³¹³)	true	doe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	段(段)	[空]	doe6(dø³¹³)	true	doe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	缎(緞)	[空]	doe6(dø³¹³)	true	doe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	弹(弹)	子~	doe6(dø³¹³)	true	doe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	囡(囡)	[空]	noe1(ʔnø⁵⁵)	true	noe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	囡(囡)	连读调：~囡ʔnø55-424ʔnø55	noe3(ʔnø⁴²⁴)	true	noe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	难(難)	~过	noe2(ɦnø²⁴)	true	noe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	暖(暖)	[空]	noe4(ɦnø²⁴²)	true	noe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	难(難)	患~	noe6(ɦnø³¹³)	true	noe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	而(而)	[空]	lhoe1(ʔlhø⁵⁵)	true	lhoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	儿(兒)	文读	lhoe1(ʔlhø⁵⁵)	true	lhoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	耳(耳)	文读	lhoe1(ʔlhø⁵⁵)	true	lhoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	拦(攔)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	栏(欄)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	婪(婪)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鸾(鸞)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	栾(欒)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	銮(鑾)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	峦(巒)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	孪(孿)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	滦(灤)	[空]	loe2(ɦlø²⁴)	true	loe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	卵(卵)	口语	loe4(ɦlø²⁴²)	true	loe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	乱(亂)	[空]	loe6(ɦlø³¹³)	true	loe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	二(二)	文读	loe6(ɦlø³¹³)	true	loe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	钻(鑽)	动词	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	钻(鑽)	名词：~戒	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	砖(磚)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	专(專)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	詹(詹)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	毡(氈)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	瞻(瞻)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	瓒(瓚)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	颛(顓)	[空]	tsoe1(tsø⁵⁵)	true	tsoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	转(轉)	~换	tsoe3(tsø⁴²⁴)	true	tsoe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	攒(攢)	[空]	tsoe3(tsø⁴²⁴)	true	tsoe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	转(轉)	~动	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	占(占)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	展(展)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	战(戰)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	赞(贊)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	沾(沾)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	赞(贊)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	颤(顫)	[空]	tsoe5(tsø³³)	true	tsoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	穿(穿)	[空]	tshoe1(tsʰø⁵⁵)	true	tshoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	川(川)	[空]	tshoe1(tsʰø⁵⁵)	true	tshoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	钏(釧)	[空]	tshoe1(tsʰø⁵⁵)	true	tshoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	撺(攛)	[空]	tshoe1(tsʰø⁵⁵)	true	tshoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	串(串)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	喘(喘)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	窜(竄)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蹿(躥)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	篡(篡)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蹿(躥)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	纂(纂)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	阐(闡)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	诌(謅)	[空]	tshoe5(tsʰø³³)	true	tshoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	传(傳)	~达	dzoe2(dzø²⁴)	true	dzoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	椽(椽)	[空]	dzoe2(dzø²⁴)	true	dzoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	撰(撰)	[空]	dzoe4(dzø²⁴²)	true	dzoe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	缠(纏)	[空]	dzoe6(dzø³¹³)	true	dzoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	篆(篆)	[空]	dzoe6(dzø³¹³)	true	dzoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	廛(廛)	[空]	dzoe6(dzø³¹³)	true	dzoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	染(染)	传~病	dzoe6(dzø³¹³)	true	dzoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	传(傳)	自~	dzoe6(dzø³¹³)	true	dzoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	酸(酸)	[空]	soe1(sø⁵⁵)	true	soe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	栓(栓)	[空]	soe1(sø⁵⁵)	true	soe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	拴(拴)	[空]	soe1(sø⁵⁵)	true	soe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	闩(閂)	[空]	soe1(sø⁵⁵)	true	soe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	煽(煽)	[空]	soe1(sø⁵⁵)	true	soe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	搧(搧)	[空]	soe1(sø⁵⁵)	true	soe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	伞(傘)	[空]	soe3(sø⁴²⁴)	true	soe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	陕(陝)	[空]	soe3(sø⁴²⁴)	true	soe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	闪(閃)	[空]	soe3(sø⁴²⁴)	true	soe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	算(算)	[空]	soe5(sø³³)	true	soe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蒜(蒜)	[空]	soe5(sø³³)	true	soe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	散(散)	[空]	soe5(sø³³)	true	soe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	扇(扇)	纸~	soe5(sø³³)	true	soe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	骟(騸)	[空]	soe5(sø³³)	true	soe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	船(船)	[空]	zoe2(zø²⁴)	true	zoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	然(然)	[空]	zoe2(zø²⁴)	true	zoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	燃(燃)	[空]	zoe2(zø²⁴)	true	zoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	篅(篅)	[空]	zoe4(zø²⁴²)	true	zoe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	冉(冉)	[空]	zoe4(zø²⁴²)	true	zoe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	禅(禪)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	善(善)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	赡(贍)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	擅(擅)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鳍(鰭)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	膳(膳)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	缮(繕)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蟾(蟾)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	婵(嬋)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蝉(蟬)	[空]	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	单(單)	姓	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	染(染)	涂上油漆颜料	zoe6(zø³¹³)	true	zoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	干(干)	[空]	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	杆(杆)	[空]	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	肝(肝)	[空]	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	竿(竿)	[空]	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	秆(稈)	[空]	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	干(乾)	~湿	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	够(夠)	口语：~事(足够)	koe1(kø⁵⁵)	true	koe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	赶(趕)	[空]	koe3(kø⁴²⁴)	true	koe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	扞(扞)	[空]	koe3(kø⁴²⁴)	true	koe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	擀(擀)	[空]	koe3(kø⁴²⁴)	true	koe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	干(幹)	能~	koe5(kø³³)	true	koe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	看(看)	~守	khoe1(kʰø⁵⁵)	true	khoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	看(看)	~书	khoe5(kʰø³³)	true	khoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	岸(岸)	[空]	ngoe6(ŋø³¹³)	true	ngoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	熯(熯)	[空]	hoe1(hø⁵⁵)	true	hoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	汉(漢)	[空]	hoe5(hø³³)	true	hoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	罕(罕)	[空]	hoe5(hø³³)	true	hoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	暵(暵)	[空]	hoe5(hø³³)	true	hoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	熯(熯)	[空]	hoe5(hø³³)	true	hoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	焕(煥)	人名	hoe5(hø³³)	true	hoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	寒(寒)	[空]	ghoe2(hɦø²⁴)	true	ghoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	韩(韓)	[空]	ghoe2(hɦø²⁴)	true	ghoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	邯(邯)	[空]	ghoe2(hɦø²⁴)	true	ghoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	旱(旱)	[空]	ghoe4(hɦø²⁴²)	true	ghoe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	汗(汗)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	焊(焊)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	翰(翰)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鼾(鼾)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	悍(悍)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	瀚(瀚)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	捍(捍)	[空]	ghoe6(hɦø³¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	安(安)	[空]	oe1(ø⁵⁵)	true	oe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	氨(氨)	[空]	oe1(ø⁵⁵)	true	oe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	胺(胺)	[空]	oe1(ø⁵⁵)	true	oe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	按(按)	[空]	oe1(ø⁵⁵)	true	oe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	按(按)	[空]	oe5(ø³³)	true	oe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	案(案)	[空]	oe5(ø³³)	true	oe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鞍(鞍)	[空]	oe5(ø³³)	true	oe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	晏(晏)	[空]	oe5(ø³³)	true	oe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	捐(捐)	[空]	cioe1(tɕyø⁵⁵)	true	cioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	娟(娟)	[空]	cioe1(tɕyø⁵⁵)	true	cioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鹃(鵑)	[空]	cioe1(tɕyø⁵⁵)	true	cioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	绢(絹)	手~	cioe1(tɕyø⁵⁵)	true	cioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	卷(卷)	[空]	cioe3(tɕyø⁴²⁴)	true	cioe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	卷(卷)	[空]	cioe5(tɕyø³³)	true	cioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	绢(絹)	~头(手绢)	cioe5(tɕyø³³)	true	cioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	圈(圈)	圆~	chioe1(tɕʰyø⁵⁵)	true	chioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	犬(犬)	[空]	chioe3(tɕʰyø⁴²⁴)	true	chioe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	劝(勸)	[空]	chioe5(tɕʰyø³³)	true	chioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	券(券)	[空]	chioe5(tɕʰyø³³)	true	chioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	绻(綣)	[空]	chioe5(tɕʰyø³³)	true	chioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	权(權)	[空]	jioe2(dʑyø²⁴)	true	jioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	拳(拳)	[空]	jioe2(dʑyø²⁴)	true	jioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	颧(顴)	[空]	jioe2(dʑyø²⁴)	true	jioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	蜷(蜷)	[空]	jioe2(dʑyø²⁴)	true	jioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鬈(鬈)	[空]	jioe2(dʑyø²⁴)	true	jioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	倦(倦)	[空]	jioe4(dʑyø²⁴²)	true	jioe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	圈(圈)	猪~	jioe4(dʑyø²⁴²)	true	jioe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	原(原)	[空]	gnioe2(ɦȵyø²⁴)	true	gnioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	源(源)	[空]	gnioe2(ɦȵyø²⁴)	true	gnioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	元(元)	人名	gnioe2(ɦȵyø²⁴)	true	gnioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	阮(阮)	[空]	gnioe2(ɦȵyø²⁴)	true	gnioe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	耎(耎)	[空]	gnioe4(ɦȵyø²⁴²)	true	gnioe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	软(軟)	[空]	gnioe4(ɦȵyø²⁴²)	true	gnioe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	软(軟)	[空]	gnioe4(ɦȵyø²⁴²)	true	gnioe4	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	愿(願)	[空]	gnioe6(ɦȵyø³¹³)	true	gnioe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	揎(揎)	[空]	shioe1(ɕyø⁵⁵)	true	shioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	萱(萱)	[空]	shioe1(ɕyø⁵⁵)	true	shioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	小(小)	~囡(可能受囡的韵母影响所致)	shioe3(ɕyø⁴²⁴)	true	shioe3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	楦(楦)	[空]	shioe5(ɕyø³³)	true	shioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	冤(冤)	~枉	ioe1(yø⁵⁵)	true	ioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	宛(宛)	[空]	ioe1(yø⁵⁵)	true	ioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鸳(鴛)	[空]	ioe1(yø⁵⁵)	true	ioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	鸢(鳶)	[空]	ioe1(yø⁵⁵)	true	ioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	莺(鶯)	[空]	ioe1(yø⁵⁵)	true	ioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	渊(淵)	[空]	ioe1(yø⁵⁵)	true	ioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	怨(怨)	[空]	ioe5(yø³³)	true	ioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	圆(圓)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	垣(垣)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	园(園)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	辕(轅)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	员(員)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	辕(轅)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	袁(袁)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
崇明	缘(緣)	[空]	yoe2(ɦyø²⁴)	true	yoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
