where	word	mean	pinYin	toggle	pinYinSearch	Pronunciation	note	updated_at
嘉定·真如(南)	看(看)	~见	khoe5(kʰø³⁵)	true	khoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	看(看)	~守	khoe1(kʰø⁵³)	true	khoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	看(看)	居动词之后，表示尝试	khaeq7(kʰæʔ⁵)	true	khaeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	看(看)	居动词之后，表示尝试	kheu5(kʰɤ³⁵)	true	kheu5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	刊(刊)	[空]	khae5(kʰɛ³⁵)	true	khae5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	岸(岸)	[空]	ngoe6(ŋø¹³)	true	ngoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	汉(漢)	[空]	hoe5(hø³⁵)	true	hoe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	寒(寒)	[空]	ghoe2(ɦø²²)	true	ghoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	韩(韓)	[空]	ghoe2(ɦø²²)	true	ghoe2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	旱(旱)	[空]	ghoe6(ɦø¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	汗(汗)	[空]	ghoe6(ɦø¹³)	true	ghoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	安(安)	[空]	oe1(Øø⁵³)	true	oe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	鞍(鞍)	[空]	oe1(Øø⁵³)	true	oe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	按(按)	[空]	oe5(Øø³⁵)	true	oe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	案(案)	[空]	oe5(Øø³⁵)	true	oe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	獭(獺)	[空]	thaeq7(tʰæʔ⁵)	true	thaeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	达(達)	[空]	daeq8(dæʔ²³)	true	daeq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	辣(辣)	[空]	laeq8(læʔ²³)	true	laeq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	擦(擦)	[空]	tshaeq7(tsʰæʔ⁵)	true	tshaeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	割(割)	[文]	keq7(kəʔ⁵)	true	keq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	割(割)	[白]	koeq7(kœʔ⁵)	true	koeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	葛(葛)	[空]	keq7(kəʔ⁵)	true	keq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	渴(渴)	[空]	kheq7(kʰəʔ⁵)	true	kheq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	喝(喝)	[空]	hoeq7(hœʔ⁵)	true	hoeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	扮(扮)	[空]	pae5(ɓɛ³⁵)	true	pae5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	盼(盼)	[空]	phae5(pʰɛ³⁵)	true	phae5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	办(辦)	[空]	bae6(bɛ¹³)	true	bae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	瓣(瓣)	[空]	pae5(ɓɛ³⁵)	true	pae5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	盏(盞)	[空]	tsae3(tsɛ⁴⁴)	true	tsae3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	铲(鏟)	[空]	tshae3(tsʰɛ⁴⁴)	true	tshae3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	栈(棧)	[空]	zae6(zɛ¹³)	true	zae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	山(山)	[空]	sae1(sɛ⁵³)	true	sae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	产(產)	[空]	tshae3(tsʰɛ⁴⁴)	true	tshae3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	间(間)	中~。	cie1(tɕie⁵³)	true	cie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	间(間)	房~。	kae1(kɛ⁵³)	true	kae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	间(間)	~断。	cie5(tɕie³⁵)	true	cie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	艰(艱)	[空]	cie1(tɕie⁵³)	true	cie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	简(簡)	[空]	cie3(tɕie⁴⁴)	true	cie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	柬(柬)	[空]	cie3(tɕie⁴⁴)	true	cie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	拣(揀)	[空]	kae3(kɛ⁴⁴)	true	kae3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	眼(眼)	[空]	ngae6(ŋɛ¹³)	true	ngae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	闲(閒)	[空]	ghae2(ɦɛ²²)	true	ghae2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	限(限)	[空]	ghae6(ɦɛ¹³)	true	ghae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	八(八)	[空]	paeq7(ɓæʔ⁵)	true	paeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	拔(拔)	[空]	baeq8(bæʔ²³)	true	baeq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	札(札)	[空]	tsaeq7(tsæʔ⁵)	true	tsaeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	察(察)	[空]	tshaeq7(tsʰæʔ⁵)	true	tshaeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	杀(殺)	[空]	saeq7(sæʔ⁵)	true	saeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	斑(斑)	[空]	pae1(ɓɛ⁵³)	true	pae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	班(班)	[空]	pae1(ɓɛ⁵³)	true	pae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	颁(頒)	[空]	pae1(ɓɛ⁵³)	true	pae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	扳(扳)	[空]	pae1(ɓɛ⁵³)	true	pae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	板(板)	[空]	pae3(ɓɛ⁴⁴)	true	pae3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	版(版)	[空]	pae3(ɓɛ⁴⁴)	true	pae3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	蛮(蠻)	[空]	mae2(mɛ²²)	true	mae2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	慢(慢)	[空]	mae6(mɛ¹³)	true	mae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	删(刪)	[空]	sae1(sɛ⁵³)	true	sae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	颜(顏)	[空]	ngae2(ŋɛ²²)	true	ngae2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	雁(雁)	[空]	ngae6(ŋɛ¹³)	true	ngae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	雁(雁)	[空]	ye6(ɦie¹³)	true	ye6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	晏(晏)	[空]	ae5(Øɛ³⁵)	true	ae5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	铡(鍘)	[空]	zaeq8(zæʔ²³)	true	zaeq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	瞎(瞎)	[空]	haeq7(hæʔ⁵)	true	haeq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	鞭(鞭)	[空]	pie1(ɓie⁵³)	true	pie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	编(編)	[空]	pie1(ɓie⁵³)	true	pie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	变(變)	[空]	pie5(ɓie³⁵)	true	pie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	篇(篇)	[空]	phie1(pʰie⁵³)	true	phie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	偏(偏)	[空]	phie1(pʰie⁵³)	true	phie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	骗(騙)	[空]	phie5(pʰie³⁵)	true	phie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	便(便)	~宜	bie2(bie²²)	true	bie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	便(便)	方~	bie6(bie¹³)	true	bie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	便(便)	[俗]~宜	biq8(bɪʔ²³)	true	biq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	辨(辨)	[空]	bie6(bie¹³)	true	bie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	辩(辯)	[空]	bie6(bie¹³)	true	bie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	棉(棉)	[空]	mie2(mie²²)	true	mie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	绵(綿)	[空]	mie2(mie²²)	true	mie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	免(免)	[空]	mie6(mie¹³)	true	mie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	勉(勉)	[空]	mie6(mie¹³)	true	mie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	娩(娩)	[空]	mie6(mie¹³)	true	mie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	面(面)	[空]	mie6(mie¹³)	true	mie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	连(連)	[空]	lie2(lie²²)	true	lie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	联(聯)	[空]	lie2(lie²²)	true	lie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	煎(煎)	[空]	tsie1(tsie⁵³)	true	tsie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	剪(剪)	[空]	tsie3(tsie⁴⁴)	true	tsie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	箭(箭)	[空]	tsie5(tsie³⁵)	true	tsie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	迁(遷)	[空]	tshie1(tsʰie⁵³)	true	tshie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	浅(淺)	[空]	tshie3(tsʰie⁴⁴)	true	tshie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	钱(錢)	[空]	zie2(zie²²)	true	zie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	贱(賤)	[空]	zie6(zie¹³)	true	zie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	仙(仙)	[空]	sie1(sie⁵³)	true	sie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	鲜(鮮)	[空]	sie1(sie⁵³)	true	sie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	癣(癬)	[空]	sie3(sie⁴⁴)	true	sie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	线(綫)	[空]	sie5(sie³⁵)	true	sie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	展(展)	[空]	tse3(tse⁴⁴)	true	tse3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	缠(纏)	[空]	ze2(ze²²)	true	ze2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	战(戰)	[空]	tse5(tse³⁵)	true	tse5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	扇(扇)	动词	se1(se⁵³)	true	se1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	扇(扇)	名词	se5(se³⁵)	true	se5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	禅(禪)	[空]	ze2(ze²²)	true	ze2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	善(善)	[空]	ze2(ze²²)	true	ze2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	然(然)	[空]	ze2(ze²²)	true	ze2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	燃(燃)	[空]	ze2(ze²²)	true	ze2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	乾(乾)	[空]	jie2(dʑie²²)	true	jie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	件(件)	[空]	jie6(dʑie¹³)	true	jie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	谚(諺)	[空]	ngae6(ŋɛ¹³)	true	ngae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	延(延)	[空]	ye2(ɦie²²)	true	ye2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	筵(筵)	[空]	ye2(ɦie²²)	true	ye2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	演(演)	[空]	ie3(Øie⁴⁴)	true	ie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	鳖(鱉)	[空]	piq7(ɓɪʔ⁵)	true	piq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	别(別)	[空]	biq8(bɪʔ²³)	true	biq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	灭(滅)	[空]	miq8(mɪʔ²³)	true	miq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	列(列)	[空]	liq8(lɪʔ²³)	true	liq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	烈(烈)	[空]	liq8(lɪʔ²³)	true	liq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	裂(裂)	[空]	liq8(lɪʔ²³)	true	liq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	泄(洩)	[空]	siq7(sɪʔ⁵)	true	siq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	薛(薛)	[空]	siq7(sɪʔ⁵)	true	siq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	哲(哲)	[空]	tseq7(tsəʔ⁵)	true	tseq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	撤(撤)	[空]	tsheq7(tsʰəʔ⁵)	true	tsheq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	彻(徹)	[空]	tsheq7(tsʰəʔ⁵)	true	tsheq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	折(折)	[空]	tseq7(tsəʔ⁵)	true	tseq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	浙(浙)	[空]	tseq7(tsəʔ⁵)	true	tseq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	舌(舌)	[空]	zeq8(zəʔ²³)	true	zeq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	设(設)	[空]	seq7(səʔ⁵)	true	seq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	热(熱)	[空]	gniq8(ȵiɪʔ²³)	true	gniq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	杰(傑)	[空]	jiq8(dʑiɪʔ²³)	true	jiq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	孽(孽)	[空]	gniq8(ȵiɪʔ²³)	true	gniq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	建(建)	[空]	cie5(tɕie³⁵)	true	cie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	健(健)	[空]	jie6(dʑie¹³)	true	jie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	言(言)	[空]	ye2(ɦie²²)	true	ye2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	掀(掀)	[空]	shie1(ɕie⁵³)	true	shie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	掀(掀)	[空]	shien1(ɕiəŋ⁵³)	true	shien1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	宪(憲)	[空]	shie5(ɕie³⁵)	true	shie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	献(獻)	[空]	shie5(ɕie³⁵)	true	shie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	揭(揭)	[空]	ciq7(tɕiɪʔ⁵)	true	ciq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	歇(歇)	[空]	shiq7(ɕiɪʔ⁵)	true	shiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	边(邊)	[空]	pie1(ɓie⁵³)	true	pie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	蝙(蝙)	[空]	pie1(ɓie⁵³)	true	pie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	扁(扁)	[空]	pie3(ɓie⁴⁴)	true	pie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	匾(匾)	[空]	pie3(ɓie⁴⁴)	true	pie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	遍(遍)	一~	pie5(ɓie³⁵)	true	pie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	遍(遍)	普~	phie5(pʰie³⁵)	true	phie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	片(片)	[空]	phie5(pʰie³⁵)	true	phie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	辫(辮)	[空]	bie6(bie¹³)	true	bie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	眠(眠)	[空]	mie2(mie²²)	true	mie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	面(面)	[空]	mie6(mie¹³)	true	mie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	面(麵)	[空]	mie6(mie¹³)	true	mie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	颠(顛)	[空]	tie1(ɗie⁵³)	true	tie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	典(典)	[空]	tie3(ɗie⁴⁴)	true	tie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	天(天)	[空]	thie1(tʰie⁵³)	true	thie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	田(田)	[空]	die2(die²²)	true	die2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	填(填)	[空]	die2(die²²)	true	die2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	电(電)	[空]	die6(die¹³)	true	die6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	殿(殿)	[空]	die6(die¹³)	true	die6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	垫(墊)	[空]	die6(die¹³)	true	die6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	年(年)	[空]	gnie2(ȵie²²)	true	gnie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	怜(憐)	[空]	lie2(lie²²)	true	lie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	莲(蓮)	[空]	lie2(lie²²)	true	lie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	练(練)	[空]	lie6(lie¹³)	true	lie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	炼(煉)	[空]	lie6(lie¹³)	true	lie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	笺(箋)	[空]	tshie1(tsʰie⁵³)	true	tshie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	千(千)	[空]	tshie1(tsʰie⁵³)	true	tshie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	前(前)	[空]	zie2(zie²²)	true	zie2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	先(先)	[空]	sie1(sie⁵³)	true	sie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	肩(肩)	[空]	cie1(tɕie⁵³)	true	cie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	坚(堅)	[空]	cie1(tɕie⁵³)	true	cie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	茧(繭)	[空]	cie3(tɕie⁴⁴)	true	cie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	见(見)	[空]	cie5(tɕie³⁵)	true	cie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	见(見)	[俗]看~	cioe5(tɕyœ³⁵)	true	cioe5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	牵(牽)	[空]	chie1(tɕʰie⁵³)	true	chie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	研(研)	[空]	gnie1(ȵie⁵³)	true	gnie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	砚(硯)	[空]	gnie6(ȵie¹³)	true	gnie6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	苋(莧)	[空]	shiae5(ɕiɛ³⁵)	true	shiae5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	显(顯)	[空]	shie3(ɕie⁴⁴)	true	shie3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	贤(賢)	[空]	ye2(ɦie²²)	true	ye2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	弦(弦)	[空]	ye2(ɦie²²)	true	ye2	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	现(現)	[空]	ye6(ɦie¹³)	true	ye6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	烟(煙)	[空]	ie1(Øie⁵³)	true	ie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	燕(燕)	[空]	ie1(Øie⁵³)	true	ie1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	咽(嚥)	[空]	ie5(Øie³⁵)	true	ie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	宴(宴)	[空]	ie5(Øie³⁵)	true	ie5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
嘉定·真如(南)	铁(鐵)	[空]	thiq7(tʰɪʔ⁵)	true	thiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
