vocabulary	originalEntry	explanation	example	pinYin	location	place	source	toggle	whichCounty	whichTown	note	updated_at
荡广葫芦(蕩廣葫蘆)	蕩廣葫蘆	形容到处闲逛的人：夷末就是～（他就是一个到处闲逛的人）。(形容到處閒逛的人：夷末就是～（他就是一個到處閒逛的人）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡棍(蕩棍)	蕩棍	浪荡子、不务正业的年轻人。(浪蕩子、不務正業的年輕人。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡镬子(蕩鑊子)	蕩鑊子	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡叽荡叽(蕩嘰蕩嘰)	蕩嘰蕩嘰	见〖荡发荡发〗。(見〖蕩發蕩發〗。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡街路(蕩街路)	蕩街路	逛街。(逛街。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡芦(蕩蘆)	蕩蘆	生长在海滩上的芦苇，它的肉比沟边的芦苇薄。(生長在海灘上的蘆葦，它的肉比溝邊的蘆葦薄。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡马路(蕩馬路)	蕩馬路	在马路上闲逛：吃子夜饭无哪事体末～孛相（吃了晚饭没有什么事干，就在马路上闲逛着玩）。(在馬路上閒逛：吃子夜飯無哪事體末～孛相（吃了晚飯沒有什麼事幹，就在馬路上閒逛著玩）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡马桶(蕩馬桶)	蕩馬桶	用水冲洗马桶。 ‖桶，《广韵》有上声董韵他孔切和徒揔切两读。崇明话源自徒揔切，北京话读&，源自他孔切。(用水沖洗馬桶。‖桶，《廣韻》有上聲董韻他孔切和徒揔切兩讀。崇明話源自徒揔切，北京話讀&，源自他孔切。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡爿(蕩爿)	蕩爿	海边上比较低洼不长庄稼的土地：个墩个地裁是～，长勿着花地个(海邊上比較低窪不長莊稼的土地：個墩個地裁是～，長勿著花地個)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
荡秋千(蕩秋千)	蕩秋千	打秋千。(打秋千。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀(刀)	刀	切、割、削、砍、铡的工具，用钢铁制成：孛～（菜刀）。 ｜铡～。 ②量词，计算纸张的单位，通常为一百张：一～草纸（一叠手纸）。 ｜一～纸箔（一遝纸钱）。用作买卖猪肉的量词：称一～肉。(切、割、削、砍、鍘的工具，用鋼鐵製成：孛～（菜刀）。｜鍘～。②量詞，計算紙張的單位，通常為一百張：一～草紙（一疊手紙）。｜一～紙箔（一遝紙錢）。用作買賣豬肉的量詞：稱一～肉。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀背(刀背)	刀背	刀上与刀口相反、不能用来切削的一边。(刀上與刀口相反、不能用來切削的一邊。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀背猪(刀背豬)	刀背豬	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀柄(刀柄)	刀柄	刀欛儿。(刀欛兒。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀出世(刀出世)	刀出世	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀出卸(刀出卸)	刀出卸	见〖刀出世〗。(見〖刀出世〗。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀刀断(刀刀斷)	刀刀斷	形容在交往时不讲究长久的情意，而是每帮助人家一次就要人家(形容在交往時不講究長久的情意，而是每幫助人家一次就要人家)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀钝石浪磨，人钝市浪磨(刀鈍石浪磨，人鈍市浪磨)	刀鈍石浪磨，人鈍市浪磨	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀功(刀功)	刀功	指切菜的技能：～好勒肉斩勒（切菜技术好才能把肉切得薄）。 ︱薄王师傅个～无得话头个（王师傅的切菜的技能是没得说的）。(指切菜的技能：～好勒肉斬勒（切菜技術好才能把肉切得薄）。︱薄王師傅個～無得話頭個（王師傅的切菜的技能是沒得說的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀架(刀架)	刀架	放刀子的架子。(放刀子的架子。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀口(刀口)	刀口	刀刃，刀上用来切削的一边。(刀刃，刀上用來切削的一邊。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀鱼(刀魚)	刀魚	一种名贵鱼。 ‖这种读法，晓东提出是否“刀鲚”。(一種名貴魚。‖這種讀法，曉東提出是否“刀鱭”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀鱼(刀魚)	刀魚	一种海鱼，刺多肉细。 ‖参“野毛鱼”(一種海魚，刺多肉細。‖參“野毛魚”)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
刀砖(刀磚)	刀磚	磨刀石。(磨刀石。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
叨∥光(叨∥光)	叨∥光	有所依靠：看你个样子，～你勿着（看你的样子，靠不了你）。 ｜大人养小囡，年纪大子好～（父母养儿女，年纪大了有依靠）。 ︱我领子夷，晏点年纪大子叨叨夷光（我领养了他，到了晚年可以依靠他）。 ︱○“叨你勿着光个，叨着你个光，就像六月里个霜（依靠不了你，要靠你就像六月下霜那样不可能）”。(有所依靠：看你個樣子，～你勿著（看你的樣子，靠不了你）。｜大人養小囡，年紀大子好～（父母養兒女，年紀大了有依靠）。︱我領子夷，晏點年紀大子叨叨夷光（我領養了他，到了晚年可以依靠他）。︱○“叨你勿著光個，叨著你個光，就像六月裏個霜（依靠不了你，要靠你就像六月下霜那樣不可能）”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
叨别人光，六月里霜(叨別人光，六月裏霜)	叨別人光，六月裏霜	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
叨叨唠唠(叨叨嘮嘮)	叨叨嘮嘮	形容小孩子学话时唠唠叨叨地讲话：其小囡会得～个特（这小孩子已经会唠唠叨叨地讲话了）。(形容小孩子學話時嘮嘮叨叨地講話：其小囡會得～個特（這小孩子已經會嘮嘮叨叨地講話了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
叨唠叨唠(叨嘮叨嘮)	叨嘮叨嘮	形容小孩子学讲话时唠唠叨叨说话的样子：其小囡～会话煞(形容小孩子學講話時嘮嘮叨叨說話的樣子：其小囡～會話煞)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
叨哩叨哩(叨哩叨哩)	叨哩叨哩	见〖叨唠叨唠〗。(見〖叨嘮叨嘮〗。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
岛(島)	島	岛屿：崇明～。(島嶼：崇明～。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
捣坑坑(搗坑坑)	搗坑坑	搅动粪坑里的粪便：今朝何人家勒～，臭特来（今天谁家在捣粪坑里的粪便，臭得不得了）。 ②形容重新提起已经过去的丑事：老早个事体过脱个特末，你爱勒～勒（很早的丑事已经过去了，你还在旧事重提）。(攪動糞坑裏的糞便：今朝何人家勒～，臭特來（今天誰家在搗糞坑裏的糞便，臭得不得了）。②形容重新提起已經過去的醜事：老早個事體過脫個特末，你愛勒～勒（很早的醜事已經過去了，你還在舊事重提）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
蹈(蹈)	蹈	搅动水、粪等液体：水～浑子让鱼漂出来（水搅浑了让鱼浮上水面）。 ②捣烂已经煮熟的饭菜：～浓茄子。 ‖蹈，另见。(攪動水、糞等液體：水～渾子讓魚漂出來（水攪渾了讓魚浮上水面）。②搗爛已經煮熟的飯菜：～濃茄子。‖蹈，另見。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
蹈勒蹈/道勒道(蹈勒蹈/道勒道)	蹈勒蹈/道勒道	形容衣裳肥大的样子。(形容衣裳肥大的樣子。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
蹈浓茄子(蹈濃茄子)	蹈濃茄子	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
蹈松蹈松/道松道松(蹈鬆蹈鬆/道鬆道鬆)	蹈鬆蹈鬆/道鬆道鬆	形容衣服肥大的样子：衣裳着来～（衣服穿得很肥大）形容走路摇摇摆摆的样子：跑路～（走路摇摇摆摆）。 ‖道，《广韵》上声皓韵徒皓切“理也”，崇明话单字音读阳去调。蹈，《广韵》去声号韵徒到切“践也”。崇明话“蹈”的单字音和“舞蹈”等词中都读阳去调。暂时借用。蹈，另见。道，另见。(形容衣服肥大的樣子：衣裳著來～（衣服穿得很肥大）形容走路搖搖擺擺的樣子：跑路～（走路搖搖擺擺）。‖道，《廣韻》上聲皓韻徒皓切“理也”，崇明話單字音讀陽去調。蹈，《廣韻》去聲號韻徒到切“踐也”。崇明話“蹈”的單字音和“舞蹈”等詞中都讀陽去調。暫時借用。蹈，另見。道，另見。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到(到)	到	达于某一点，到达：轮船～特（轮船到达了）。 ｜～期。 ｜年初一～年初十。 ②往：～上海去。用作动词的补语，表示动作有结果：话～做～（说了就能做了）。周到，周全：～家。(達於某一點，到達：輪船～特（輪船到達了）。｜～期。｜年初一～年初十。②往：～上海去。用作動詞的補語，表示動作有結果：話～做～（說了就能做了）。周到，周全：～家。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到把(到把)	到把	活儿干得有水准：王师傅做营生末胎常～个（王师傅干的活确实是没得说的）。(活兒幹得有水準：王師傅做營生末胎常～個（王師傅幹的活確實是沒得說的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到边(到邊)	到邊	指人死（常用来做咒骂的话）：活来到边特（活到头了）。(指人死（常用來做咒罵的話）：活來到邊特（活到頭了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到处(到處)	到處	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到到家家(到到家家)	到到家家	仔仔细细，特别精细周密：夷特丫头来子总规要～脱夷净一通（他的女儿来了以后，每次都要仔仔细细的给他洗一次）。(仔仔細細，特別精細周密：夷特丫頭來子總規要～脫夷淨一通（他的女兒來了以後，每次都要仔仔細細的給他洗一次）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到到齐会(到到齊會)	到到齊會	应该到的都到了，都聚集在一起了：今朝我里～，一个呒缺（今天我们中间应该到的都到了，一个也没有缺少）。(應該到的都到了，都聚集在一起了：今朝我裏～，一個嘸缺（今天我們中間應該到的都到了，一個也沒有缺少）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到地里去(到地裏去)	到地裏去	去地里干活。(去地裏幹活。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到底(到底)	到底	到尽头，到终点：趁汽车趁～就是县城。 ︱买～个车票两张（买两张到终点的车票）。 ②副词，表示最后实现的情况，终于：今年～落子几场雪（今年终于下了几次雪）副词，毕竟：～年纪大特，做勿动特（毕竟年纪大了，干不了活儿了）。副词，用在问句里，表示深究：你～何辰光来（你究竟什么时候来）？(到盡頭，到終點：趁汽車趁～就是縣城。︱買～個車票兩張（買兩張到終點的車票）。②副詞，表示最後實現的情況，終於：今年～落子幾場雪（今年終於下了幾次雪）副詞，畢竟：～年紀大特，做勿動特（畢竟年紀大了，幹不了活兒了）。副詞，用在問句裏，表示深究：你～何辰光來（你究竟什麽時候來）？)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到顶(到頂)	到頂	到达顶点，表示最好：你特屋里弄来～个特（你们家里搞得很好很好了）。(到達頂點，表示最好：你特屋裏弄來～個特（你們家裏搞得很好很好了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到东到西(到東到西)	到東到西	无论到哪里：我是横～做营生（我反正无论到哪里都是干活）。(無論到哪里：我是橫～做營生（我反正無論到哪里都是幹活）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到东做，到西做(到東做，到西做)	到東做，到西做	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到饭店里吃(到飯店裏吃)	到飯店裏吃	下馆子。(下館子。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到何山斫何柴(到何山斫何柴)	到何山斫何柴	到什么山砍什么柴，比喻看情况而定。(到什麼山砍什麼柴，比喻看情況而定。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到会(到會)	到會	来参加会议：今朝乡干部裁～个（今天乡里的干部全都来参加会议的）。(來參加會議：今朝鄉幹部裁～個（今天鄉里的幹部全都來參加會議的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到家(到家)	到家	周到：夷想勒蛮～个（她想得很周到）。 ｜事体要做勒～点（事情办得周到些）。 ②用在动词后，表示周遍、全面、完全：寻物事角角落落裁寻～（找东西每个角落都找遍）。 ｜好小菜夷裁吃～个特（好菜他都吃遍了）。 ｜开会个事体裁通知～（开会的事已通知全了）。(周到：夷想勒蠻～個（她想得很周到）。｜事體要做勒～點（事情辦得周到些）。②用在動詞後，表示周遍、全面、完全：尋物事角角落落裁尋～（找東西每個角落都找遍）。｜好小菜夷裁吃～個特（好菜他都吃遍了）。｜開會個事體裁通知～（開會的事已通知全了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到家如门(到家如門)	到家如門	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到今朝(到)明朝(到今朝(到)明朝)	到今朝(到)明朝	指今天到明天之间这一个时间段里：夷～有处转来特（他在今天到明天之间这一个时间段里可以回来了）。(指今天到明天之間這一個時間段裏：夷～有處轉來特（他在今天到明天之間這一個時間段裏可以回來了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到快特(到快特)	到快特	快要到了：开会个人裁要～（开会的人都快要到了）。(快要到了：開會個人裁要～（開會的人都快要到了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到天到下(到天到下)	到天到下	无论到哪里：我个声说话末，～弗差个（我的这一句话，无论到哪里都不会错）。(無論到哪里：我個聲說話末，～弗差個（我的這一句話，無論到哪里都不會錯）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到头(到頭)	到頭	相当于死的咒骂语：～物事（该死的东西）!︱～营生（该死的活儿）！(相當於死的咒罵語：～物事（該死的東西）!︱～營生（該死的活兒）！)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到头夫妻(到頭夫妻)	到頭夫妻	夫妻二人，有一人死了以后，另一人很快也死了，称之为“到头夫妻”。(夫妻二人，有一人死了以後，另一人很快也死了，稱之為“到頭夫妻”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到头日脚(到頭日腳)	到頭日腳	不堪忍受的日子：过个种何物事～（活的这一种是什么样的不堪忍受的日子啊）。 ‖也说“到头日子”。(不堪忍受的日子：過個種何物事～（活的這一種是什麼樣的不堪忍受的日子啊）。‖也說“到頭日子”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到头日子(到頭日子)	到頭日子	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到屋里(到屋裏)	到屋裏	到家，回到家：你早点～。 ｜夷半夜把勒～（她深夜才回到家）。(到家，回到家：你早點～。｜夷半夜把勒～（她深夜才回到家）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到学堂里去(到學堂裏去)	到學堂裏去	上学：我七岁～个（我七岁上学的）。 ②上学校：我礼拜天要～个（我周日要去学校的）。(上學：我七歲～個（我七歲上學的）。②上學校：我禮拜天要～個（我周日要去學校的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
到镇浪去(到鎮浪去)	到鎮浪去	上街去：老王～特（老王上街去了）。 ‖“镇浪”的“浪”受“镇”韵母的影响而也常读成声母。(上街去：老王～特（老王上街去了）。‖“鎮浪”的“浪”受“鎮”韻母的影響而也常讀成聲母。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
倒(倒)	倒	（人或竖立的东西）横躺下来：电线杆～下来特（电线杆倒下来了）。 ②上下颠倒或前后颠倒：～数第一。倾倒：水～脱点（把水倒掉一些）。 ｜菜汤～脱夷（菜汤倒了它）。鼻子流血：～血。炊烟不从烟囱排出而从灶口冒出：～烟。 ‖另见(（人或豎立的東西）橫躺下來：電綫杆～下來特（電綫杆倒下來了）。②上下顛倒或前後顛倒：～數第一。傾倒：水～脫點（把水倒掉一些）。｜菜湯～脫夷（菜湯倒了它）。鼻子流血：～血。炊煙不從煙囪排出而從灶口冒出：～煙。‖另見)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
倒1(倒1)	倒1	用锄头、铁搭等农具锄地、松土：～地。 ︱～麦趟。 ‖另见。(用鋤頭、鐵搭等農具鋤地、鬆土：～地。︱～麥趟。‖另見。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
倒2(倒2)	倒2	副词。上下颠倒或前后颠倒：～数第一。 ②反面的，相反的：～找。 ︱～贴。(副詞。上下顛倒或前後顛倒：～數第一。②反面的，相反的：～找。︱～貼。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
倒拔蛇(倒拔蛇)	倒拔蛇	比喻在把东西给予他人之后，重新再要回来：你拿货色送脱个特末，还～（你把东西送掉了，还要重新要回来）。(比喻在把東西給予他人之後，重新再要回來：你拿貨色送脫個特末，還～（你把東西送掉了，還要重新要回來）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
倒背车(倒揹車)	倒揹車	提出相反的主张，采取相反的行动，犹说“唱反调”：夷脱我俩～(提出相反的主張，採取相反的行動，猶說“唱反調”：夷脫我倆～)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
倒草头(倒草頭)	倒草頭	冬天的时候，用大锄头将苜蓿棵距间的土锄松。(冬天的時候，用大鋤頭將苜蓿棵距間的土鋤鬆。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
