vocabulary	originalEntry	explanation	example	pinYin	location	place	source	toggle	whichCounty	whichTown	note	updated_at
门迸里(門迸裏)	門迸裏	â门背后：弗要叛勒～（别躲在门背后）。(â門背後：弗要叛勒～（別躲在門背後）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门搭(門搭)	門搭	钌銱儿，扣住门窗的铁片。(釕銱兒，扣住門窗的鐵片。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门宕子(門宕子)	門宕子	门框，门扇四周固定在墙上的框子：装～（安装门框）。 ②指代门：个段里出(門框，門扇四周固定在牆上的框子：裝～（安裝門框）。②指代門：個段裏出)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门道(門道)	門道	办法：夷做生意是～多杀个（他搞经营的办法多得很）。(辦法：夷做生意是～多殺個（他搞經營的辦法多得很）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门对(門對)	門對	门联：贴～（贴门上的对联）。(門聯：貼～（貼門上的對聯）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门对门(門對門)	門對門	门与门相对：我里两家人家～（我们两家人家门与门相对）。(門與門相對：我裏兩家人家～（我們兩家人家門與門相對）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门房(門房)	門房	â大门口看门用的房子：夷一先先爱勒勒～间里个勒（他刚刚还在看门用的房间里边呢）。(â大門口看門用的房子：夷一先先愛勒勒～間裏個勒（他剛剛還在看門用的房間裏邊呢）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门份(門份)	門份	应有的部分：做生活个辰光末有得我～，分铜钿个辰光倒无得我～，那末大家话其何道理（干活的时候有我的份，分钱的时候却没我的份，现在大家评评这是什么道理）？(應有的部分：做生活個辰光末有得我～，分銅鈿個辰光倒無得我～，那末大家話其何道理（幹活的時候有我的份，分錢的時候卻沒我的份，現在大家評評這是什麼道理）？)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门风(門風)	門風	犹家风。旧指一家或一族世代相传的道德准则或处世方法：个家人家个～胎常弗好（这一家人家的家风的确不好）。(猶家風。舊指一家或一族世代相傳的道德準則或處世方法：個家人家個～胎常弗好（這一家人家的家風的確不好）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门缝(門縫)	門縫	门上的缝隙：～里有点风透进来。(門上的縫隙：～裏有點風透進來。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门岗(門崗)	門崗	在大门口所设的岗哨：～浪有人伐（大门口的岗哨有没有人值班）？ ‖崇明话“岗”读阴平调。(在大門口所設的崗哨：～浪有人伐（大門口的崗哨有沒有人值班）？‖崇明話“崗”讀陰平調。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门户子(門戶子)	門戶子	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门环(門環)	門環	用来穿门括的铜环或铁环，旧时有合扇头门的，在门两旁装上门环，用来插门。(用來穿門括的銅環或鐵環，舊時有合扇頭門的，在門兩旁裝上門環，用來插門。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门臼(門臼)	門臼	形状似臼的用来装门轴的那块木头。(形狀似臼的用來裝門軸的那塊木頭。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门槛(門檻)	門檻	门框下部挨着地面的横木：～高。 ②窍门，方法：夷做营生有～(門框下部挨著地面的橫木：～高。②竅門，方法：夷做營生有～)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门口(門口)	門口	门跟前，门的出入口。(門跟前，門的出入口。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门口头(門口頭)	門口頭	门口处：去～看看有何人伐（去门口看看有没有人）。(門口處：去～看看有何人伐（去門口看看有沒有人）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门括(門括)	門括	闩两扇门组合成的大门用的粗木条。 ‖此“括”音同“括、刮”的阳入调。(閂兩扇門組合成的大門用的粗木條。‖此“括”音同“括、刮”的陽入調。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门帘(門簾)	門簾	门上挂的帘子。(門上掛的簾子。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门亮子(門亮子)	門亮子	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门路(門路)	門路	做事的诀窍；解决问题的途径：夷～大个（他解决问题的途径大着呢）。 ②特指能达到个人目的的途径：我里身辈头浪无得何人，个落也无得何～，朝后去孩要靠你自家奋斗特（我们家族里没什么可倚靠的人，所以也没有门路，以后都要靠你自己奋斗了）。(做事的訣竅；解決問題的途徑：夷～大個（他解決問題的途徑大著呢）。②特指能達到個人目的的途徑：我裏身輩頭浪無得何人，個落也無得何～，朝後去孩要靠你自家奮鬥特（我們家族裏沒什麼可倚靠的人，所以也沒有門路，以後都要靠你自己奮鬥了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门门(門門)	門門	见〖门份〗。(見〖門份〗。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门门账(門門賬)	門門賬	自己名分的账，指该负责的事项：各人有各人个～（各人有自己的事项）。(自己名分的賬，指該負責的事項：各人有各人個～（各人有自己的事項）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门面(門面)	門面	商店房屋沿街的部分：夷其里～多间勒（他那里边沿街的房屋有好几间呢）。(商店房屋沿街的部分：夷其裏～多間勒（他那裏邊沿街的房屋有好幾間呢）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门牌号头(門牌號頭)	門牌號頭	城镇街道居民户钉在大门上的牌子，上面标明地区或街道名称和房子号码等：夷个～你晓得伐（他的住处号码你知道吗）？(城鎮街道居民戶釘在大門上的牌子，上面標明地區或街道名稱和房子號碼等：夷個～你曉得伐（他的住處號碼你知道嗎）？)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门前(門前)	門前	：夷徛勒～你也弗认得（他站在你面前你也不认得）。 ｜我排队排勒你～（我排队排在你前面）。 ②让对方先（走）、前面（走）：你～跑，我后头就来（你先走，我过会儿就来）。 ‖义项也说“门前头”。(：夷徛勒～你也弗認得（他站在你面前你也不認得）。｜我排隊排勒你～（我排隊排在你前面）。②讓對方先（走）、前面（走）：你～跑，我後頭就來（你先走，我過會兒就來）。‖義項也說“門前頭”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门前头(門前頭)	門前頭	前边。 ②以前，前不久：我忘记大来，～个事体一眼记勿得个特（我是忘心特别的大，前不久的事情一点也记不得了）。(前邊。②以前，前不久：我忘記大來，～個事體一眼記勿得個特（我是忘心特別的大，前不久的事情一點也記不得了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门枪(門槍)	門槍	猪舌头的又一种说法，用来避“舌”(谐折本的“折”)的音。(豬舌頭的又一種說法，用來避“舌”(諧折本的“折”)的音。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门墙(門牆)	門牆	连接大门处的院墙？(連接大門處的院牆？)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门清(門清)	門清	打牌时没有吃人家的牌。(打牌時沒有吃人家的牌。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门拳头(門拳頭)	門拳頭	门搭中装在门扇上的部分，铁制，圆形，门搭搭在门拳头上以后上锁。(門搭中裝在門扇上的部分，鐵制，圓形，門搭搭在門拳頭上以後上鎖。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门闩(門閂)	門閂	门关上后，插在门内使门推不开的木棍或铁棍。(門關上後，插在門內使門推不開的木棍或鐵棍。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门摊四费(門攤四費)	門攤四費	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门摊四事(門攤四事)	門攤四事	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门桯(門桯)	門桯	门扇本身四周的框子：个两根～有一眼变性特（这几根门扇上的框子有一点儿变形了）。(門扇本身四周的框子：個兩根～有一眼變性特（這幾根門扇上的框子有一點兒變形了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门头(門頭)	門頭	门户：开子～七件事。 ②来往费用：朋友多子～就大（朋友多了各种来往费用就大）。(門戶：開子～七件事。②來往費用：朋友多子～就大（朋友多了各種來往費用就大）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门外头(門外頭)	門外頭	门外边：夷勒～叫你（他在门外叫你）。(門外邊：夷勒～叫你（他在門外叫你）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门牙(門牙)	門牙	门齿。(門齒。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
门转阴(門轉陰)	門轉陰	装在门楣上，同门臼对着，用来固定门轴的带有圆孔的木块。(裝在門楣上，同門臼對著，用來固定門軸的帶有圓孔的木塊。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷(悶)	悶	心情不舒畅，心绪烦闷：碰着子弗开心个事体，心里～来（有了不开心的事情，很烦闷）。 ②不说话：～勿响。声音不响亮：～屁。 ‖另见，。(心情不舒暢，心緒煩悶：碰著子弗開心個事體，心裏～來（有了不開心的事情，很煩悶）。②不說話：～勿響。聲音不響亮：～屁。‖另見，。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷(悶)	悶	气压低或空气不流通而引起的不舒畅的感觉：个间屋里弗开窗，～来（那间屋子不开窗，很闷）。 ｜天色～来要落阵头雨特（天气气压很低，要下阵雨）。 ‖闷，《广韵》只有去声慁韵莫困切一读，《集韵》另有平声魂韵谟奔切“闷然不觉皃，一曰有顷间也”一读。北京话“闷”也有阴平、去声两种读法。另见，。(氣壓低或空氣不流通而引起的不舒暢的感覺：個間屋裏弗開窗，～來（那間屋子不開窗，很悶）。｜天色～來要落陣頭雨特（天氣氣壓很低，要下陣雨）。‖悶，《廣韻》只有去聲慁韻莫困切一讀，《集韻》另有平聲魂韻謨奔切“悶然不覺皃，一曰有頃間也”一讀。北京話“悶”也有陰平、去聲兩種讀法。另見，。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷(悶)	悶	骟（母羊）。 ②把羊圈的粪便和草木灰等堆在一起让发酵：～羊窠灰。 ‖另见，。(騸（母羊）。②把羊圈的糞便和草木灰等堆在一起讓發酵：～羊窠灰。‖另見，。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷敦大发财(悶敦大發財)	悶敦大發財	沉默不语。 ②形容有了钱财以后不吭声，不(沉默不語。②形容有了錢財以後不吭聲，不)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷敦头(悶敦頭)	悶敦頭	不爱说话的人：夷～，弗话说话个（他是闷葫芦，不爱说话的）。(不愛說話的人：夷～，弗話說話個（他是悶葫蘆，不愛說話的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷敦勿响(悶敦勿響)	悶敦勿響	沉默不语：叫夷拿个段事体话一话，夷～（叫他把那件事说一下，他不说话）。(沉默不語：叫夷拿個段事體話一話，夷～（叫他把那件事說一下，他不說話）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷屁(悶屁)	悶屁	没有明显响声的屁：夷放一个～（他放了一个没有明显响声的屁）。(沒有明顯響聲的屁：夷放一個～（他放了一個沒有明顯響聲的屁）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷气(悶氣)	悶氣	郁结在心里而不发泄的怨恨或愤怒：夷有子点何末，只晓得生～（他有了什么不开心的事情，只知道把怨愤郁结在心里而不发泄）。(鬱結在心裏而不發洩的怨恨或憤怒：夷有子點何末，只曉得生～（他有了什麼不開心的事情，只知道把怨憤鬱結在心裏而不發洩）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷热(悶熱)	悶熱	天气很热，气压低，湿度大，使人感到呼吸不畅快：今朝实其～我看落雨特（今天这天气这样的又闷又热，我看快要下雨了）。(天氣很熱，氣壓低，濕度大，使人感到呼吸不暢快：今朝實其～我看落雨特（今天這天氣這樣的又悶又熱，我看快要下雨了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷上特(悶上特)	悶上特	â（把母羊）骟掉了。 ②指母羊多次发情多次没有得到配种，(â（把母羊）騸掉了。②指母羊多次發情多次沒有得到配種，)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷声大发财(悶聲大發財)	悶聲大發財	见〖闷敦大发财〗。(見〖悶敦大發財〗。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷羊窠灰(悶羊窠灰)	悶羊窠灰	将从羊圈里清理出来的由草木灰、羊屎、羊尿等组成的肥料堆起，然后用河底里的淤泥把肥料堆涂满封住，使得发酵。(將從羊圈裏清理出來的由草木灰、羊屎、羊尿等組成的肥料堆起，然後用河底裏的淤泥把肥料堆塗滿封住，使得發酵。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
闷牸羊(悶牸羊)	悶牸羊	骟了的母羊。 ‖在母羊长到大约七八个月大时，将之骟掉，以防其起性伤害肉质；但自此只能做肉羊而不能生殖。 ‖公羊称“骚羊”。(騸了的母羊。‖在母羊長到大約七八個月大時，將之騸掉，以防其起性傷害肉質；但自此只能做肉羊而不能生殖。‖公羊稱“騷羊”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
焖(燜)	燜	紧盖锅盖，用微火把肉、蛋加油、酱油等炖熟或煎熟：红～肉。 ︱～蛋。 ‖《现代汉语词典》注“焖”为去声$，崇明话读阴平调。(緊蓋鍋蓋，用微火把肉、蛋加油、醬油等燉熟或煎熟：紅～肉。︱～蛋。‖《現代漢語詞典》注“燜”為去聲$，崇明話讀陰平調。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
焖蛋/闷蛋(燜蛋/悶蛋)	燜蛋/悶蛋	去壳后在油里煎熟的整个的鸡蛋：吃一个～。 ②在油里煎去壳后的整个的鸡蛋：我～吃。今多说“煎荷包蛋”。(去殼後在油裏煎熟的整個的雞蛋：吃一個～。②在油裏煎去殼後的整個的雞蛋：我～吃。今多說“煎荷包蛋”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
朦朦亮(朦朦亮)	朦朦亮	（天）刚有些亮：天～就出来特（天刚亮就起床了）。 ‖朦，另见。(（天）剛有些亮：天～就出來特（天剛亮就起床了）。‖朦，另見。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
朦朦胧胧(朦朦朧朧)	朦朦朧朧	似睡非睡，模模糊糊：我眼眼头～得着一眼（我刚才似睡非睡迷糊了一会儿）。 ‖朦，另见。(似睡非睡，模模糊糊：我眼眼頭～得著一眼（我剛才似睡非睡迷糊了一會兒）。‖朦，另見。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
朦朦松松(朦朦松松)	朦朦松松	迷迷糊糊、眼睛睁不开的样子：夷眼睛～呒宁困苏醒（他眼睛迷迷糊糊没睡醒）。(迷迷糊糊、眼睛睜不開的樣子：夷眼睛～嘸寧睏蘇醒（他眼睛迷迷糊糊沒睡醒）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛(猛)	猛	密，事物之间距离近，事物的部分之间空隙小：雨点～来（雨点很密）。 ｜鞋底扎勒～点（鞋底缝得密点）。 ②时间上的间隔短：夷小囡生得～来（她小孩生得很多。指间隔时间短。植物因太密而长不好：～脱。勇猛：～将菩萨。‖参“迅”。(密，事物之間距離近，事物的部分之間空隙小：雨點～來（雨點很密）。｜鞋底紮勒～點（鞋底縫得密點）。②時間上的間隔短：夷小囡生得～來（她小孩生得很多。指間隔時間短。植物因太密而長不好：～脫。勇猛：～將菩薩。‖參“迅”。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛编䇫(猛編䇫)	猛編䇫	很密的一种梳子，能梳头时将虱子篦下来。(很密的一種梳子，能梳頭時將蝨子篦下來。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛箔子(猛箔子)	猛箔子	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛布(猛布)	猛布	经线和纬线都比较紧密的布，与稀布“散计”相对。(經綫和緯綫都比較緊密的布，與稀布“散計”相對。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛花雨(猛花雨)	猛花雨	毛毛雨。 ‖也说“芒花雨”)，“麻花雨”(毛毛雨。‖也說“芒花雨”)，“麻花雨”)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛花雨，跑勿及，塞勒牛屄里(猛花雨，跑勿及，塞勒牛屄裏)	猛花雨，跑勿及，塞勒牛屄裏	[暂无]([暂无])	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛将菩萨(猛將菩薩)	猛將菩薩	猛将庙供的菩萨。(猛將廟供的菩薩。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛筛(猛篩)	猛篩	缝隙很小的筛子。(縫隙很小的篩子。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛脱特(猛脫特)	猛脫特	（指庄稼）太密了，长不好：你个块芋艿种来～（你那一块芋头种得太密了，现在长不好了）。(（指莊稼）太密了，長不好：你個塊芋艿種來～（你那一塊芋頭種得太密了，現在長不好了）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛一猛二(猛一猛二)	猛一猛二	形容事物之间距离过于近：菜秧种勒～吃勿着个（菜秧种得过于密没有收成的）。(形容事物之間距離過於近：菜秧種勒～吃勿著個（菜秧種得過於密沒有收成的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
猛雨(猛雨)	猛雨	雨点很密的雨：我是打～里介过来个（我是从雨点很密的雨中挤过来的）。(雨點很密的雨：我是打～裏介過來個（我是從雨點很密的雨中擠過來的）。)	[暂无]	拼音暂无(IPA暂无)	崇明片	崇明·崇明	崇明方言大词典	true	chongming		自旧档汇入	2026-09-16T16:01:28+08:00
