vocabulary	originalEntry	explanation	example	pinYin	location	place	source	toggle	whichCounty	whichTown	note	updated_at
户荡(戶蕩)	戶蕩	地方(地方)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
划地(劃地)	劃地	平整土地(平整土地)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
划盖(劃蓋)	劃蓋	平整水田的工具(平整水田的工具)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
回头(回頭)	回頭	告诉、汇报(告訴、彙報)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
矆睒(矆睒)	霍曳	闪电(閃電)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
讥麻陆诼(譏麻陸諑)	雞麻落竹	话太多、太烦(話太多、太煩)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
即忙(即忙)	即忙	刚才(剛才)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
寄爹(寄爹)	寄爹	干爹、姨夫、姑父(幹爹、姨夫、姑父)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
寄娘(寄娘)	寄娘	干娘、姨母、姑母(乾娘、姨母、姑母)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
夹水揿(夾水撳)	夾水撳	乘其之危促弄他(乘其之危促弄他)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
夹罩落(夾罩落)	夾罩落	腋下(腋下)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
茄山河(茄山河)	嘎山河	谈天说地(談天說地)	[暂无]	ga sae vu	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
假痴假呆(假癡假呆)	假此假眼	装作不知不觉(裝作不知不覺)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
尖头把细(尖頭把細)	尖頭把細	乘机尖钻(乘機尖鑽)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
犟头擘筋(犟頭擘筋)	強頭百筋	任性、倔强(任性、倔強)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
浇头(澆頭)	澆頭	面、饭上的加料(面、飯上的加料)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
脚板头(腳板頭)	腳板頭	脚背(腳背)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
脚豁浪当(腳豁浪當)	腳發郎當	胯下(胯下)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
脚节头(腳節頭)	腳節頭	脚趾(腳趾)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
脚胯子(腳胯子)	腳胯子、胖肚腸	小腿(小腿)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
脚色(腳色)	腳色	有本事、能干(有本事、能幹)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
节肯(節肯)	節肯	节气、节日(節氣、節日)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
节头骨(節頭骨)	節頭骨	手指(手指)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
酒靥潭(酒靨潭)	酒涎潭	酒窝(酒窩)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
就更(就更)	就更	罢了(罷了)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
锯子(鋸子)	敢子	锯子(鋸子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
绝嫩(絕嫩)	絕嫩	轻而易举(輕而易舉)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
看清水(看清水)	看清水	袖手旁观(袖手旁觀)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
囥(囥)	囥	藏(藏)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
克煞种(剋煞種)	克煞鐘	吝啬刻薄的人(吝嗇刻薄的人)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
坑缸(坑缸)	坑缸	粪坑(糞坑)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
坑棚(坑棚)	坑棚	茅厕(茅廁)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
骷郎头(骷郎頭)	骷郎頭、赤漢郎	头(頭)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
腊里向(臘裏向)	臘裏廂	寒冬季节(寒冬季節)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
蜡希希(蠟希希)	臘兮兮	不明智(不明智)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
来三(來三)	來三	能干(能幹)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
赖里赖抓(賴里賴抓)	拉里拉抓	言行粗鲁(言行粗魯)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
懒遢呒心(懶遢嘸心)	懶塔無興	无精神或兴趣(無精神或興趣)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
懒污桩头(懶污樁頭)	懶污樁頭	懒人，做事不实(懶人，做事不實)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
誏声(誏聲)	浪聲	因不满而叽咕(因不滿而嘰咕)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老白搭杀(老白搭殺)	老白搭煞	言行粗俗(言行粗俗)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老布(老布)	老布	土布(土布)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老佃户(老佃戶)	老佃戶	老好人(老好人)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老蛤巴(老蛤巴)	老夾巴	哈蟆(哈蟆)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老户头(老戶頭)	老戶頭	老主客(老主客)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老芥菜(老芥菜)	老芥菜	骄傲、摆架子(驕傲、擺架子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老品碗(老品碗)	老品碗	大碗(大碗)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老天年(老天年)	老天年	老死(老死)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
老鸦(老鴉)	老丫	乌鸦(烏鴉)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
勒壗(勒壗)	勒海	在或在其中(在或在其中)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
雷响(雷響)	雷響	打雷(打雷)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
冷天色(冷天色)	冷天色	冬季(冬季)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
领衣(領衣)	領衣	背心(背心)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
芦花头娘舅(蘆花頭娘舅)	蘆花頭娘舅	母亲娘家处的亲戚中与娘舅同辈的男性(母親娘家處的親戚中與娘舅同輩的男性)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
落苏(落蘇)	落蘇	茄子(茄子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
落秧(落秧)	落秧	撒谷种(撒穀種)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
麻将(麻將)	麻將	麻雀(麻雀)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
麻捻(麻撚)	麻撚	捆扎稻麦用的草绳(捆紮稻麥用的草繩)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
麦细眼(麥細眼)	麥細眼	近视眼(近視眼)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
馒头(饅頭)	饅頭	包子(包子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
毛骚蜞(毛騷蜞)	毛騷蜞	脚上有毛的螃蜞(腳上有毛的螃蜞)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
没水(沒水)	沒水	水没(水沒)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
门腔(門腔)	門腔	猪舌头(豬舌頭)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
蜢蝇(蜢蠅)	蜢蠅	牛虻(牛虻)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
谜谜子(謎謎子)	謎謎子	谜语(謎語)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
密周孟紧(密周孟緊)	密皺猛緊	稠密(稠密)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
面包(麵包)	麵包	刀切包子(刀切包子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
摸龙公(摸龍公)	摸龍宮	鱼鹰(魚鷹)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
木人头戏(木人頭戲)	木人頭戲	木偶戏(木偶戲)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
墓库运(墓庫運)	慕枯運	运气不好(運氣不好)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
那蟆温(那蟆溫)	拿馬文	蝌蚪(蝌蚪)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
奶末头(奶末頭)	奶末頭	最后一个儿女(最後一個兒女)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
男客(男客)	男客	男人、丈夫(男人、丈夫)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
男囡头(男囡頭)	男囝頭	男孩子(男孩子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
恁好(恁好)	能好	恰好、正好(恰好、正好)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
泥爿头(泥爿頭)	泥爿頭	泥块(泥塊)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
伲(伲)	伲	我们(我們)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
年常(年常)	年常	年年(年年)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
娘娘(娘娘)	娘娘	姑母姨母(姑母姨母)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
牛头车(牛頭車)	牛頭車	独轮车(獨輪車)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
牛头裤(牛頭褲)	牛頭褲	短裤(短褲)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
侬(儂)	儂	你(你)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
弄送(弄送)	弄慫	作弄人(作弄人)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
女客(女客)	女客	女人、妻子(女人、妻子)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
疟子(瘧子)	嶽子	疟疾(瘧疾)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
胖肚肠(胖肚腸)	腳胯子、胖肚腸	小腿(小腿)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
蟛闲(蟛閑)	蟛閑	蟛蜞(蟛蜞)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
七翘八裂(七翹八裂)	七蹺八裂	闹分裂(鬧分裂)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
气夯八倒(氣夯八倒)	氣夯八倒	呼吸急促(呼吸急促)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
穷心黑想(窮心黑想)	窮心黑想	贪得无厌(貪得無厭)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
恘(恘)	恘	坏(壞)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
秋当里(秋當裏)	秋當裏	秋天(秋天)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
绕山头(繞山頭)	繞山頭	胡闹纠缠(胡鬧糾纏)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
绕小脚(繞小腳)	繞小腳	做事小派(做事小派)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
惹勿住(惹勿住)	柴不住	吃不消(吃不消)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
热天色(熱天色)	熱天色	夏季(夏季)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
日里向(日裏向)	日裏廂	白天(白天)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
日中性(日中性)	日中心	中午(中午)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
肉屈(肉屈)	肉屈	不愿意(不願意)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
入舍(入舍)	業舍	入赘(入贅)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
三脚猫(三腳貓)	三腳毛	样样懂一点，但不精通(樣樣懂一點，但不精通)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
散面(散麵)	散麵	面粉(麵粉)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
骚头(騷頭)	騷頭	公羊(公羊)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
杀苛(殺苛)	刹枯	苛刻(苛刻)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
杀念(殺念)	殺撚	过瘾(過癮)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
杀胚(殺胚)	殺呸	蛮横无所不为的人(蠻橫無所不爲的人)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
刹边刹沿(刹邊刹沿)	刹邊刹沿	正好，还未超出范围(正好，還未超出範圍)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
山青水绿(山青水綠)	三清四綠	整齐清洁(整齊清潔)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
闪跟斗(閃跟斗)	閃跟斗	翻筋斗(翻筋斗)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
伤神思(傷神思)	傷神思	伤脑筋(傷腦筋)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
墒沟(墒溝)	墒溝	畦间的排水沟(畦間的排水溝)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
上勿上(上勿上)	上勿上	身体不适(身體不適)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
奢遮(奢遮)	黠咋	聪明能干(聰明能幹)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
升梢(升梢)	升梢	有出息(有出息)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
十样八经(十樣八經)	十洋八鏡	举止鄙俗(舉止鄙俗)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
莳秧(蒔秧)	蒔秧	插秧(插秧)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
手骱骨(手骱骨)	手骱骨	手腕(手腕)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
寿头八气(壽頭八氣)	壽頭八氣	不识好歹(不識好歹)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
衰瘏(衰瘏)	傻度	劳累(勞累)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
死生活(死生活)	死生活	难做的事(難做的事)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
死血块(死血塊)	死血塊	冻疮(凍瘡)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
死样活气(死樣活氣)	死洋活氣	慢条丝理(慢條絲理)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
索性(索性)	索性	干脆(乾脆)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
太太(太太)	太太	曾祖辈(曾祖輩)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
汤盅(湯盅)	湯盅	小碗(小碗)	[暂无]	[暂无]	本沪小片	南汇·新港	新港镇志	true	nanhui	nanhui_xingang	自旧档汇入	2026-09-16T16:01:28+08:00
