Acknowledge,data,input,programMaker,pronunciation,uiDesign
浙江嘉兴·陈熙元,"南市·《上海方言词典》(部分)
上海县·《上海县志》
上海县·《新桥村志》
上海县·《梅陇志》
上海县·《陇西志》
上海县·《华一村民俗志》
上海县·《龙华镇志》
上海县·《华泾镇志》
上海县·《七宝镇志》
上海县·《九星村志》
上海县·《莘庄乡志》
上海县·《颛桥志》
上海县·《纪王镇志》
上海县·《金红村志》
上海县·《北桥志》
上海县·《新泾文化志》
上海县·《北新泾镇志》
上海县·《塘湾志》
上海县·《陈行志》
上海县·《杜行志》
上海县·《鲁汇镇志》
松江县·《中山街道志》
松江县·《岳阳街道志》
松江县·《茸北镇志》
松江县·《永丰街道志》
松江县·《九亭镇志》
松江县·《洞泾镇志》
松江县·《泗泾镇志》
松江县·《佘山镇志》
松江县·《天马山志》
松江县·《小昆山镇志》
松江县·《石湖荡镇志》
松江县·《新浜镇志》
松江县·《车墩镇志》
松江县·《叶榭志》
松江县·《张泽志》
松江县·《新桥镇志》
青浦县·《青浦镇志》
青浦县·《盈中乡志》
青浦县·《环城志》
青浦县·《香花桥志》
青浦县·《大盈志》
青浦县·《赵屯志》
青浦县·《重固镇志》
青浦县·《凤溪镇志》
青浦县·《赵巷镇志》
青浦县·《沈巷志》
青浦县·《朱家角乡志》
青浦县·《蒸淀志》
青浦县·《小蒸志》
青浦县·《莲盛志》
青浦县·《西岑志》
青浦县·《练塘志》
青浦县·《金泽志》
青浦县·《青浦商榻志》
青浦县·《雪米村民俗志》
青浦县·《白鹤志》
金山县·《金山县志》
金山县·《朱泾镇志》
金山县·《朱泾乡志》
金山县·《新农志》
金山县·《温河村志》
金山县·《长浜村志》
金山县·《桑园村志》
金山县·《吕巷镇志》
金山县·《马新村志》
金山县·《廊下志》
金山县·《亭林镇志》
金山县·《亭新乡志》
金山县·《山阳志》
金山县·《渔业村志》
金山县·《漕泾志》
金山县·《朱行乡志》
金山县·《枫泾镇志》
金山县·《枫围乡志》
金山县·《兴塔志》
金山县·《贵泾村》
金山县·《干巷乡志》
金山县·《金卫志》
金山县·《横浦村志》
金山县·《八字村志》
奉贤县·《南桥镇志》
奉贤县·《树园村志》
奉贤县·《江海志》
奉贤县·《西渡志》
奉贤县·《萧塘志》
奉贤县·《金汇（续）志》
奉贤县·《泰日（续）志》
奉贤县·《四团（续）志》
奉贤县·《平安（续）志》
奉贤县·《胡桥（续）志》
奉贤县·《庄行（续）志》
奉贤县·《邬桥（续）志》
奉贤县·《邵厂志》
奉贤县·《奉城志》
奉贤县·《塘外（续）志》
奉贤县·《盐行村志》
奉贤县·《钱桥（续）志》
奉贤县·《新寺（续）志》
奉贤县·《新塘村志》
奉贤县·《南胜村志》
奉贤县·《青村（续）志》
奉贤县·《光明（续）志》
奉贤县·《洪庙镇志》
奉贤县·《柘林志》
奉贤县·《冯桥村志》
奉贤县·《海湾旅游区志》
奉贤县·《头桥志》
川沙县·《浦东老闲话》
川沙县·《高行镇志》
川沙县·《高东镇志》
川沙县·《杨园乡志》
川沙县·《合庆镇志》
川沙县·《六里镇志》
川沙县·《严桥镇志》
川沙县·《北蔡镇志》
川沙县·《高桥镇志》
川沙县·《凌桥村志》
川沙县·《张江镇志》
川沙县·《金桥镇志》
川沙县·《花木镇志》
川沙县·《曹路镇志》
川沙县·《机场镇志》
川沙县·《川沙镇志》
川沙县·《王港志》
南汇县·《大团镇志》
南汇县·《东海镇志》
南汇县·《书院镇志》
南汇县·《彭镇镇志》
南汇县·《新港镇志》
南汇县·《芦潮港志》
南汇县·《泥城镇志》
南汇县·《盐仓镇志》
南汇县·《三灶镇志》
南汇县·《六灶镇志》
南汇县·《下沙镇志》
南汇县·《新场镇志》
南汇县·《周浦镇志》
南汇县·《横沔镇志》
南汇县·《瓦屑镇志》
南汇县·《老港镇志》
南汇县·《万祥镇志》
南汇县·《三墩镇志》
南汇县·《康桥镇志》
南汇县·《宣桥镇志》
南汇县·《滨海旅游度假区志》
南汇县·《祝桥镇志》
南汇县·《陈胡村志》
南汇县·《坦直镇志》
南汇县·《航头镇志》
南汇县·《黄路镇志》
嘉定县·《嘉定方言研究》
嘉定县·《嘉定方言词语汇集》（部分）
嘉定县·《嘉定镇志》
嘉定县·匡一龙《真如吴语词语整理稿》
嘉定县·《江桥乡志》
嘉定县·《南翔镇志》
嘉定县·《桃浦乡志》
嘉定县·《安亭志》
嘉定县·《娄塘志》
嘉定县·《望新乡志》
嘉定县·《马陆志》
嘉定县·《华亭乡志》
嘉定县·《外冈志》
嘉定县·《唐行志》
嘉定县·《娄塘镇志》
宝山县·《大场乡志》
宝山县·《大场镇志》
宝山县·《蛮洞生产队纪念册》
宝山县·《五角场乡志》
宝山县·《五角场镇志》
宝山县·《上海方言词汇补》
宝山县·《殷行穿心浜方言》
宝山县·《淞南镇志》
宝山县·《庙行镇志》
宝山县·《罗南乡志》
宝山县·《盛桥镇志》
宝山县·《罗店镇志》
宝山县·《刘行镇志》
宝山县·《杨行镇志》
宝山县·《吴淞区志》
宝山县·《彭浦乡志》","吴飞得
奉贤庄行·神死慟瞑
松江小昆山·松江小囡
嘉定真如·小恐龙
金山朱泾·阿小庆
奉贤南桥·纽子糖
浙江慈溪·再言
青浦莲盛·凡凡阿姊
",松江小昆山·松江小囡,暂无(待补充),松江小昆山·松江小囡
