【靠背】,【靠背】,°kaobe,kʰɔ pᴇ ,〈名〉椅子上供人背部倚靠的部分。,khau33 pe44
【靠手椅】,【靠手椅】,°kaosouyi,’kʰɔ sɤ i ,〈名〉两边有搁手的椅子。,khau33 seu55 i21
【转椅】,【转椅】,zoeyi/zoeyu,tsø i /tsø yu ,转椅,tsoe33 i44
【竹椅(子)】,【竹椅(子)】,zokyizy/zokyuzy/zokyi/ zokyu,tsoʔ i tsɿ /tsoʔ yu tsɿ /tsoʔ i / tsoʔ yu ,〈名〉用竹做的椅子。,tsoq3 i55 tsy21
【藤椅】,【藤椅】,dhenyi/dhenyu,dəŋ i /dəŋ yu ,〈名〉用藤条做的椅子。,den22 i44
【藤靠椅】,【藤靠椅】,dhenkaoyi/dhenkaoyu,dəŋ kʰɔ i /dəŋ kʰɔ yu ,〈名〉用藤条做成的靠椅。,den22 khau55 i21
【躺椅】,【躺椅】,tangyi/tangyu,tʰɑ̃ i /tʰɑ̃ yu ,〈名〉可倚躺的椅子，一般可折叠。,thaon33 i44
【帆布椅】,【帆布椅】,fhebuyi/fhebuyu,vᴇ pu i /vᴇ pu yu ,帆布椅,ve22 pu55 i21
【太师椅】,【太师椅】,tasyyi/tasyyu,tʰa sɿ i /tʰa sɿ yu ,〈名〉有扶手、靠背的大椅子。,tha33 sy55 i21
【十景椅】,【十景椅】,shekjinyi/shekjinyu(shakjinyi/ shakjinyu),zəʔ tɕiŋ i /zəʔ tɕiŋ yu (zᴀʔ tɕiŋ i / zᴀʔ tɕiŋ yu ),〈名〉回旧式红木椅，椅背镶嵌石板，石板有类似山水画的天然花纹。,zeq1 cin22 i23
【摇椅】,【摇椅】,yhaoyi,ɦiɔ i ,〈名〉一种能够前后摇晃的椅子。,yau22 i44
【老板椅】,【老板椅】,laobeyi,lɔ pᴇ i ,〈名〉大型可转动和移动的皮椅子。,lau22 pe55 i21
【香蕉椅】,【香蕉椅】,°xianjiaoyi(°xiangjiaoyi),’ɕia ̃ tɕiɔ i ('ɕiɑ̃ tɕiɔ i ),〈名〉形似香蕉的椅子。,shian55 ciau33 i21
【沙发椅】,【沙发椅】,°sofakyi,so fᴀʔ i ,〈名〉有软垫的坐椅。,so55 faq3 i21
【沙发】,【沙发】,°sofak,so fᴀʔ ,◇英语sofa 的音译。,so55 faq21
【懒人沙发】,【懒人沙发】,leninsofak,ləŋ iŋ so fᴀʔ ,〈名〉松软的矮沙发。,le22 gnin55 so33 faq21
【贵妃沙发】,【贵妃沙发】,guefisofak,kuᴇ fi so fᴀʔ ,〈名〉似“贵妃榻”形状的一种沙发。一边有可倚靠背与沙发靠背相连，另一边是扶手。,kue33 fi55 so33 faq21
【沙发套】,【沙发套】,°sofaktao,so fᴀʔ tʰɔ ,〈名〉布做的沙发套子。,so55 faq3 thau21
【橱】,【橱】,shy,zɿ ,橱,zy23
【橱头顶】,【橱头顶】,shydhoudin,zɿ dɤ tiŋ ,〈名〉橱的顶上。,zy22 deu55 tin21
【大橱】,【大橱】,dhushy,du zɿ ,〈名〉有穿衣镜的大衣柜；大立柜。,du22 zy44
【衣橱】,【衣橱】,°yishy,i zɿ ,〈名〉置放衣裤用的柜子。,i55 zy21
【被橱】,【被橱】,bhishy,bi zɿ ,〈名〉置放被子等物的柜子。,bi22 zy44
【被头箱】,【被头箱】,bhidhouxian(bhidhouxiang),bi dɤ ɕia ̃ (bi dɤ ɕiɑ̃ ),〈名〉置放被子的箱子。,bi22 deu55 shian21
【三门橱】,【三门橱】,°semenshy,sᴇ məŋ zɿ ,〈名〉一种大橱，正面左右两边为门，中间为一长镜子，也可三门都装上镜子。,se55 men33 zy21
【玻璃橱】,【玻璃橱】,°bulishy,pu li zɿ ,〈名〉表面装上玻璃的橱，用于放装饰品。,pu55 li33 zy21
【装饰橱】,【装饰橱】,°zangsekshy(°zangsakshy),tsɑ̃ səʔ zɿ ('tsɑ̃ sᴀʔ zɿ ),用于陈列装饰、工艺品的橱。,tsaon55 seq3 zy21
【书橱】,【书橱】,°syshy,sɿ zɿ ,书橱,sy55 zy21
【吊橱】,【吊橱】,diaoshy,tiɔ zɿ ,〈名〉为了不占用行动空间而设于房间顶部或上部的柜子，多作存储杂物用。,tiau33 zy44
【疥橱】,【疥橱】,ga shy,ka zɿ ,〈名〉放碗和菜的柜子。◇疥，《集韵》去声怪韵居拜切：“疥，所以皮食器者。”,ka34 zy23
【碗橱】,【碗橱】,woeshy(oeshy),uø zɿ (ø zɿ ),〈名〉厨房里放碗用的小橱。,uoe33 zy44
【箱橱】,【箱橱】,°xianshy(°xiangshy),ɕia ̃ zɿ ('ɕiɑ̃ zɿ ),①〈名〉垫在箱子底下的矮橱。②〈名〉成排的、放置衣物的大橱，中间有抽屉。,shian55 zy21
【箱子】,【箱子】,°xianzy(°xiangzy),’ɕia ̃ tsɿ ('ɕiɑ̃ tsɿ ),箱子,shian55 tsy21
【皮箱(子)】,【皮箱(子)】,bhixianzy/bhixian(bhixiangzy/bhixiang),bi ɕia ̃ tsɿ /bi ɕia ̃ (bi ɕiɑ̃ tsɿ /bi ɕiɑ̃ ),〈名〉皮制成的箱子。,bi22 shian55 tsy21
【板箱】,【板箱】,bexian(bexiang),pᴇ ɕia ̃ (pᴇ ɕiɑ̃ ),〈名〉木箱。,pe33 shian44
【樟木箱】,【樟木箱】,°zangmokxian(°zangmokxiang),tsɑ̃ moʔ ɕia ̃ ('tsɑ̃ moʔ ɕiɑ̃ ),樟木箱,tsaon55 moq3 shian21
【鞋箱】,【鞋箱】,hhaxiang,ɦa ɕiɑ̃ ,〈名〉专为放置鞋子做的箱橱。,gha22 shian44
【周转箱】,【周转箱】,°zouzoexian(°zouzoexiang),tsɤ tsø ɕia ̃ ('tsɤ tsø ɕiɑ̃ ),〈名〉可以临时放很多东西的箱子。,tseu55 tsoe33 shian21
【拎箱】,【拎箱】,°linxian(°linxiang),liŋ ɕia ̃ ('liŋ ɕiɑ̃ ),〈名〉可用手提的箱子。,lin55 shian21
【手提箱】,【手提箱】,soudhixian(soudhixiang),sɤ di ɕia ̃ (sɤ di ɕiɑ̃ ),〈名〉可用手提放的箱子。,seu33 di55 shian21
【纸板箱】,【纸板箱】,zybexian(zybexiang),tsɿ pᴇ ɕia ̃ (tsɿ pᴇ ɕiɑ̃ ),〈名〉用硬纸制作的大盒子。,tsy33 pe55 shian21
【抽头】,【抽头】,°coudhou,tsʰɤ dɤ ,〈名〉抽屉。,tsheu55 deu21
【抽屉】,【抽屉】,°couti,tsʰɤ tʰi ,抽屉,tsheu55 thi21
【镜子】,【镜子】,jinzy,tɕiŋ tsɿ ,镜子,cin33 tsy44
【着衣镜】,【着衣镜】,zakyijin,tsᴀʔ i tɕiŋ ,〈名〉穿衣镜。,tsaq3 i55 cin21
【三脚架】,【三脚架】,°sejiakga(°sejikga),sᴇ tɕiᴀʔ ka ('sᴇ tɕiɪʔ ka ),〈名〉有三个支柱的架子。,se55 ciaq3 ka21
【撑脚架】,【撑脚架】,canjiakga(cangjikga),tsʰa ̃ tɕiᴀʔ ka (tsʰɑ̃ tɕiɪʔ ka ),〈名〉用作支撑物件的架子。,tshan55 ciaq3 ka21
【花架】,【花架】,°hoga,ho ka ,〈名〉放花盆、花瓶的架子。,ho55 ka21
【博古架】,【博古架】,bokguga,poʔ ku ka ,〈名〉制作成多层空档参差的木架，用于放置古董或花瓶等艺术品，使室内布置高雅。,poq3 ku55 ka21
【床】,【床】,shang,zɑ̃ ,床,zaon23
【大床】,【大床】,dhushang,du zɑ̃ ,①〈名〉大的床。②〈名〉床。③〈名〉老式的双人床。,du22 zaon44
【小床】,【小床】,xiaoshang,ɕiɔ zɑ̃ ,①〈名〉单人睡的小的床。②〈名〉﹝俚﹞喻秘密聊天的小窗口。,shiau33 zaon44
【里床】,【里床】,lishang,li zɑ̃ ,〈名〉床靠里面的部分。,li22 zaon44
【外床】,【外床】,ngashang,ŋa zɑ̃ ,〈名〉床靠外部分。,nga22 zaon44
【板床】,【板床】,beshang,pᴇ zɑ̃ ,板床,pe33 zaon44
【木板床】,【木板床】,mokbeshang,moʔ pᴇ zɑ̃ ,〈名〉板床。,moq1 pe22 zaon23
【板铺】,【板铺】,bepu,pᴇ pʰu ,〈名〉板床。,pe33 phu44
【床板】,【床板】,shangbe,zɑ̃ pᴇ ,〈名〉板床上铺的木板。,zaon22 pe44
【铺板】,【铺板】,°pube,pʰu pᴇ ,〈名〉板床上铺的木板。,phu55 pe21
【竹床】,【竹床】,zokshang,tsoʔ zɑ̃ ,竹床,tsoq3 zaon44
【席梦思】,【席梦思】,xhikmongsy,ʑiɪʔ moŋ sɿ ,〈名〉内装弹簧的床铺垫。◇英语simmons 的音译。,zhiq1 mon22 sy23
【榻榻米】,【榻榻米】,taktakmi,tʰᴀʔ tʰᴀʔ mi ,〈名〉日式的席地床。,thaq3 thaq5 mi21
【钢丝床】,【钢丝床】,°gangsyshang,kɑ̃ sɿ zɑ̃ ,〈名〉用铁丝条连成的床铺。,kaon55 sy33 zaon21
【吊床】,【吊床】,diaoshang,tiɔ zɑ̃ ,〈名〉用吊绳系在墙上或树上的床。,tiau33 zaon44
【沙发床】,【沙发床】,°sofakshang,so fᴀʔ zɑ̃ ,〈名〉既可做沙发，拉平又可作床的家具。,so55 faq3 zaon21
【水(垫)床】,【水(垫)床】,sydhishang/shyshang,sɿ di zɑ̃ /zɿ zɑ̃ ,〈名〉床垫里注入水的床。,sy33 di55 zaon21
【旋转床】,【旋转床】,xhizoeshang,ʑi tsø zɑ̃ ,〈名〉可作360度旋转的床。,zhi22 tsoe55 zaon21
【藤榻】,【藤榻】,dhentak,dəŋ tʰᴀʔ ,〈名〉矮小的藤床。,den22 thaq4
【藤绷】,【藤绷】,dhenbang,dəŋ pɑ̃ ,〈名〉用藤做的床铺。,den22 pan44
【竹榻】,【竹榻】,zoktak,tsoʔ tʰᴀʔ ,①〈名〉用毛竹做的矮竹床。②〈名〉无脚竹铺。,tsoq3 thaq4
【炕床】,【炕床】,kangshang,kʰɑ̃ zɑ̃ ,〈名〉回夏天午睡用的藤制单人床，带固定的枕头。,khaon55 zaon21
【帆布床】,【帆布床】,fhebushang,vᴇ pu zɑ̃ ,帆布床,ve22 pu55 zaon21
【行军床】,【行军床】,hhanjunshang/hhanjiongshang(hhangjunshang/hhangjiongshang),ɦa ̃ tɕyəŋ zɑ̃ /ɦa ̃ tɕi oŋ zɑ̃ (ɦɑ̃ tɕyəŋ zɑ̃ /ɦɑ̃ tɕi oŋ zɑ̃ ),〈名〉可折叠的单人帆布床。,ghan22 cion55 zaon21
【竹夫人】,【竹夫人】,zokfunin,tsoʔ fuəŋ iŋ ,〈名〉回用竹篾编成的有疏孔的圆筒，夏天睡觉时搁腿用。,tsoq3 fu55 gnin21
【眠床】,【眠床】,mishang,mi zɑ̃ ,〈名〉睡床。◇借自宁波话。,mi22 zaon44
【床铺】,【床铺】,shangpu,zɑ̃ pʰu ,〈名〉有铺被的床。,zaon22 phu44
【床沿(沿)】,【床沿(沿)】,shangyhiyhi/shangyhi,zɑ̃ ɦi ɦi /zɑ̃ ɦi ,〈名〉床的边缘。,zaon22 yi55 yi21
【踏脚板】,【踏脚板】,dhakjiakbe(dhakjikbe),dᴀʔ tɕiᴀʔ pᴇ (dᴀʔ tɕiɪʔ pᴇ ),①〈名〉加高立脚处铺上的板。②〈名〉回置于床外边的一条宽阔的、起身时踩脚用的铺板，上面可置放穿的鞋子。又称搁脚板、踏板。,daq1 ciaq2 pe23
【(床)踏板】,【(床)踏板】,shangdhakbe/dhakbe,zɑ̃ dᴀʔ pᴇ /dᴀʔ pᴇ ,〈名〉回旧式床前放置的一块木板或矮木几。用于起身踏脚或睡时放鞋子。,zaon22 daq5 pe21
【三十六只脚】,【三十六只脚】,°seshek lokzak jiak(°seshak lokzak jik),sᴇ zəʔ  loʔ tsᴀʔ tɕiᴀʔ ('sᴇ zᴀʔ loʔ tsᴀʔ tɕiɪʔ ),20世纪70年代，上海青年人为结婚备一套家具，包括大衣橱、五斗橱、大床、方桌、床头柜、四只方凳，共有36只脚。,se55 zeq21 loq1 tsaq23 ciaq5
【背垫】,【背垫】,bedhi,pᴇ di ,背垫,pe33 di44
【垫子】,【垫子】,dhizy,di tsɿ ,垫子,di22 tsy44
【坐垫】,【坐垫】,shudhi,zu di ,〈名〉椅子或沙发上为坐着舒服放的垫子。,zu22 di44
【草垫子】,【草垫子】,caodhizy,tsʰɔ di tsɿ ,草垫子,tshau33 di55 tsy21
【蒲团】,【蒲团】,bhudhoe,bu dø ,〈名〉用草编成的圆形垫子。多为和尚念经、打坐时的坐具。现也有用人造绸填充塑料海绵制成。,bu22 doe44
【枕头】,【枕头】,zendhou,tsəŋ dɤ ,枕头,tsen33 deu44
【枕头芯子】,【枕头芯子】,zendhouxinzy,tsəŋ dɤ ɕiŋ tsɿ ,〈名〉套在枕套中的枕头主体。,tsen33 deu55 shin33 tsy21
【枕芯】,【枕芯】,zenxin,tsəŋ ɕiŋ ,枕芯,tsen33 shin44
【枕(头)套】,【枕(头)套】,zendhoutao/zentao,tsəŋ dɤ tʰɔ /tsəŋ tʰɔ ,〈名〉枕头外的布套子。,tsen33 deu55 thau21
【枕头毛巾】,【枕头毛巾】,zendhoumaojin,tsəŋ dɤ mɔ tɕiŋ ,〈名〉铺在枕头上的毛巾。,tsen33 deu55 mau33 cin21
【枕头席】,【枕头席】,zendhouxhik,tsəŋ dɤ ʑiɪʔ ,〈名〉铺放或系在钟头上的一块小席子，图夏天凉快。,tsen33 deu55 zhiq21
【席枕头】,【席枕头】,xhikzendhou,ʑiɪʔ tsəŋ dɤ ,〈名〉用席子包裹做成的枕头。,zhiq1 tsen22 deu23
【枕头围】,【枕头围】,zendhouyhu,tsəŋ dɤ ɦy ,〈名〉回系在枕头上的与枕头面积相同的布。,tsen33 deu55 yu21
【抱枕】,【抱枕】,bhaozen,bɔ tsəŋ ,〈名〉一种可以抱在胸前或身上的方枕，也可作沙发上的靠垫用。,bau22 tsen44
【被头】,【被头】,bhidhou,bi dɤ ,〈名〉被。,bi22 deu44
【被头铺盖】,【被头铺盖】,bhidhoupuge,bi dɤ pʰu kᴇ ,①〈名〉被子、被褥。②〈名〉泛指行李。,bi22 deu55 phu33 ke21
【被面(子)】,【被面(子)】,bhimizy/bhimi,bi mi tsɿ /bi mi ,〈名〉被面。,bi22 mi55 tsy21
【被夹里】,【被夹里】,bhigakli,bi kᴀʔ li ,〈名〉被里子。,bi22 kaq5 li21
【被窠】,【被窠】,bhiku,biɪʔ u ,〈名〉被窝儿。,bi22 khu44
【被封头】,【被封头】,bhifongdhou,bi foŋ dɤ ,〈名〉被窝儿。,bi22 fon55 deu21
【被头筒】,【被头筒】,bhidhoudhong,bi dɤ doŋ ,〈名〉被窝儿。,bi22 deu55 don21
【被封筒】,【被封筒】,bhifongdhong,bi foŋ doŋ ,〈名〉被窝儿。,bi22 fon55 don21
【蚕丝被】,【蚕丝被】,shoesybhi,zø sɿ bi ,〈名〉蚕丝织成被芯的被子。,zoe22 sy55 bi21
【丝绵被头】,【丝绵被头】,°symibhidhou,sɿ mi bi dɤ ,〈名〉蚕丝织成被里的被子。,sy55 mi33 bi33 deu21
【空调被】,【空调被】,°kongdhiaobhi,kʰoŋ diɔ bi ,〈名〉被子的一种，在开空调时保暖用。用腈纶棉做成，薄形。,khon55 diau33 bi21
【七孔棉】,【七孔棉】,qikkongmi,tɕʰiɪʔ kʰoŋ mi ,〈名〉一种空调被。在空调环境下盖的被子。,chiq3 khon55 mi21
【睡袋】,【睡袋】,shoedhe,zø dᴇ ,〈名〉外宿睡觉用的棉袋子。,zoe22 de44
【被套】,【被套】,bhitao,bi tʰɔ ,〈名〉套在被子外的一个布套子，为使拆洗方便，保持被子清洁。,bi22 thau44
【被拍】,【被拍】,bhipak,bi pʰᴀʔ ,〈名〉拍打被子的工具，用以去尘和打松棉花胎。,bi22 phaq4
【摺被头】,【摺被头】,zek bhidhou(zak bhidhou),tsəʔ bi dɤ (tsᴀʔ bi dɤ ),把被子折合成块状。,tseq5 bi22 deu44
【叠被头】,【叠被头】,dhek bhidhou(dhak bhidhou),dəʔ  bi dɤ (dᴀʔ bi dɤ ),把两条或三条被子叠起来。,deq12 bi22 deu44
【缝被头】,【缝被头】,fhong bhidhou,voŋ bi dɤ ,缝被。,von23 bi22 deu44
【翻被头】,【翻被头】,°fe bhidhou,’fᴇ bi dɤ ,将棉絮缝进被面子和被夹里中。,fe52 bi22 deu44
【毯子】,【毯子】,°tezy,tʰᴇ tsɿ ,毯子,the55 tsy21
【毛巾毯】,【毛巾毯】,maojinte,mɔ tɕiŋ tʰᴇ ,〈名〉质地像毛巾的毯子。,mau22 cin55 the21
【羊毛毯】,【羊毛毯】,yhanmaote(yhangmaote),ɦia ̃ mɔ tʰᴇ (ɦiɑ̃ mɔ tʰᴇ ),〈名〉用羊毛织成的防寒毯子。,yan22 mau55 the21
【线毯】,【线毯】,xite,ɕi tʰᴇ ,〈名〉棉织的毯子，比毛巾毯紧密。,shi33 the44
【绒毯】,【绒毯】,niongte,ȵi oŋ tʰᴇ ,〈名〉结成绒布状的毯子。,gnion22 the44
【毛毯】,【毛毯】,maote,mɔ tʰᴇ ,〈名〉结成绒毛状的毯子。,mau22 the44
【电热毯】,【电热毯】,dhinikte,diŋ iɪʔ tʰᴇ ,〈名〉冬季用通电保暖的床用毯子。,di22 gniq5 the21
【席子】,【席子】,xhikzy,ʑiɪʔ tsɿ ,〈名〉席。,zhiq1 tsy23
【竹席】,【竹席】,zokxhik,tsoʔ ʑiɪʔ ,〈名〉用长竹条编制的席子。,tsoq3 zhiq4
【篾席】,【篾席】,mikxhik,miɪʔ ʑiɪʔ ,〈名〉用竹篾编织的席子。,miq1 zhiq23
【麻将席】,【麻将席】,mojianxhik(mojiangxhik),mo tɕia ̃ ʑiɪʔ (mo tɕiɑ̃ ʑiɪʔ ),〈名〉一种凉席，用如麻将牌大小的竹块连缀而成。,mo22 cian55 zhiq21
【台湾席】,【台湾席】,dhewexhik,dᴇ uᴇ ʑiɪʔ ,〈名〉一种质地比较细软的席子。原产台湾。,de22 ue55 zhiq21
【温州席】,【温州席】,°wenzouxhik,uəŋ tsɤ ʑiɪʔ ,〈名〉一种细软的草席。原产温州。,uen55 tseu33 zhiq21
【床单】,【床单】,shangde,zɑ̃ tᴇ ,床单,zaon22 te44
【单被】,【单被】,°debhi,tᴇ bi ,〈名〉被单。,te55 bi21
【被单】,【被单】,bhide,bi tᴇ ,被单,bi22 te44
【褥单】,【褥单】,niokde,ȵioʔ tᴇ ,〈名〉被单。,gnioq1 te23
【被絮】,【被絮】,bhixi,bi ɕi ,〈名〉棉胎。,bi22 shi44
【棉花胎】,【棉花胎】,mihote,mi ho tʰᴇ ,〈名〉用棉花纤维做成的絮被褥等的胎。,mi22 ho55 the21
【棉花絮】,【棉花絮】,mihoxi,mi ho ɕi ,①〈名〉同“棉花胎”：佛床浪睏个～老厚个。②〈名〉用于做棉花、被褥的棉花：喔嘀，侬身浪向从啥地方得上去交关～。,mi22 ho55 shi21
【被褥】,【被褥】,bhiniok,biŋ ioʔ ,〈名〉褥子。,bi22 gnioq4
【褥子】,【褥子】,niokzy,ȵioʔ tsɿ ,褥子,gnioq1 tsy23
【垫被】,【垫被】,dhibhi,di bi ,〈名〉棉褥子。,di22 bi44
【褥子套】,【褥子套】,niokzytao,ȵioʔ tsɿ tʰɔ ,〈名〉被褥套子。,gnioq1 tsy22 thau23
【烂铺絮】,【烂铺絮】,lepuxi,lᴇ pʰu ɕi ,〈名〉破絮：一床～好换换脱,le22 phu55 shi21
【床罩】,【床罩】,shangzao,zɑ̃ tsɔ ,〈名〉大床上用布或其他料子做成的罩子。,zaon22 tsau44
【床围】,【床围】,shangyhu,zɑ̃ ɦy ,〈名〉披在床沿前的布，用以遮住床下的东西。,zaon22 yu44
【地铺】,【地铺】,dhipu,di pʰu ,〈名〉打在地上的、睡觉用的铺盖。,di22 phu44
【帘子】,【帘子】,lizy,li tsɿ ,帘子,li22 tsy44
【竹帘子】,【竹帘子】,zoklizy,tsoʔ li tsɿ ,〈名〉用竹篾编成的帘子。,tsoq3 li55 tsy21
【门帘】,【门帘】,menli,məŋ li ,〈名〉挂在门上的布或竹做的帘子。,men22 li44
【门风】,【门风】,menfong,məŋ foŋ ,①〈名〉门前帘。②〈名〉一家世传的道德和处世准则。,men22 fon44
【窗帘】,【窗帘】,°cangli,tsʰɑ̃ li ,窗帘,tshaon55 li21
【窗帘布】,【窗帘布】,°canglibu,tsʰɑ̃ li pu ,①〈名〉做布窗帘的布。②〈名〉布的窗帘。,tshaon55 li33 pu21
【蚊帐】,【蚊帐】,menzan(menzang),məŋ tsa ̃ (məŋ tsɑ̃ ),蚊帐,men22 tsan44
【帐子】,【帐子】,zanzy(zangzy),tsa ̃ tsɿ (tsɑ̃ tsɿ ),〈名〉蚊帐。,tsan33 tsy44
【帐门】,【帐门】,zanmen(zangmen),tsa ̃ məŋ (tsɑ̃ məŋ ),〈名〉帐子供人进出的部分。,tsan33 men44
【帐钩】,【帐钩】,zangou(zanggou),tsɑ̃ ɤ (tsɑ̃ kɤ ),〈名〉挂上正面帐门两边的帐子，使帐门张开的钩子。,tsan33 keu44
【缸】,【缸】,°gang,kɑ̃ ,缸,kaon52
【水缸】,【水缸】,sygang,sɿ kɑ̃ ,水缸,sy33 kaon44
【七石缸】,【七石缸】,qikshakgang,tɕʰiɪʔ zᴀʔ kɑ̃ ,〈名〉一种能放七石米的缸：侬要寻着伊，就像～里撩芝麻比喻难乎其难。,chiq3 zaq5 kaon21
【米缸】,【米缸】,migang,mi kɑ̃ ,〈名〉放米的缸。,mi22 kaon44
【泔脚缸】,【泔脚缸】,°goejiakgang(°goejikgang),kø tɕiᴀʔ kɑ̃ ('kø tɕiɪʔ kɑ̃ ),〈名〉放吃剩的饭菜用的缸。,koe55 ciaq3 kaon21
【钵头】,【钵头】,bekdhou(bakdhou),pəʔ dɤ (pᴀʔ dɤ ),〈名〉钵儿。陶制器具，较盆小，用来盛饭、菜、水等。,peq3 deu44
【盐钵头】,【盐钵头】,yhibekdhou(yhibakdhou),ɦi pəʔ dɤ (ɦi pᴀʔ dɤ ),①〈名〉盛盐的小陶钵。②〈名〉喻喜吃咸的菜的人：伊是～，烧出来个菜只只咸。,yi22 peq5 deu21
【泔脚钵头】,【泔脚钵头】,°goejiakbekdhou(°goejikbakdhou),’kø tɕiᴀʔ pəʔ dɤ ('kø tɕiɪʔ pᴀʔ dɤ ),〈名〉放米泔水和吃剩饭菜汤水的缸。,koe55 ciaq3 peq3 deu21
【泔脚】,【泔脚】,°goejiak(°goejik),’kø tɕiᴀʔ ('kø tɕiɪʔ ),〈名〉淘米、刷锅碗的水和吃剩的菜汤和剩饭等。,koe55 ciaq21
【提盂】,【提盂】,dhiyhu,di ɦy ,〈名〉回大口瓷坛，旁有小提耳。,di22 yu44
【镬灶】,【镬灶】,hhokzao,ɦoʔ tsɔ ,〈名〉灶头。,ghoq1 tsau23
【锅子】,【锅子】,°guzy,ku tsɿ ,〈名〉锅。,ku55 tsy21
【铁锅子】,【铁锅子】,tikguzy,tʰiɪʔ ku tsɿ ,〈名〉铁锅。,thiq3 ku55 tsy21
【饭锅(子)】,【饭锅(子)】,fheguzy/fhegu,vᴇ ku tsɿ /vᴇ ku ,〈名〉做饭用的锅子。,ve22 ku55 tsy21
【锅(子)盖(头)】,【锅(子)盖(头)】,°guzygedhou/°guge,ku tsɿ kᴇ dɤ /'ku kᴇ ,锅(子)盖(头),ku55 tsy33 ke33 deu21
【气盖】,【气盖】,qige,tɕʰi kᴇ ,①〈名〉回一种锅盖，有边，有顶，如倒置的桶。大锅内要放较多东西时使用气盖。②〈名〉高压锅的锅盖。,chi33 ke44
【铲刀】,【铲刀】,cedao,tsʰᴇ tɔ ,〈名〉炒菜用的铲子。,tshe33 tau44
【钢宗锅子】,【钢宗锅子】,°gangzongguzy,kɑ̃ tsoŋ ku tsɿ ,〈名〉钢精锅。铝制。,kaon55 tson33 ku33 tsy21
【汤罐】,【汤罐】,°tangguoe(°tanggoe),tʰɑ̃ kuø ('tʰɑ̃ kø ),〈名〉附设在旧式大灶上的暖水罐。,thaon55 kuoe21
【小汤罐】,【小汤罐】,xiaotangguoe(xiaotanggoe),ɕiɔ tʰɑ̃ kuø (ɕiɔ tʰɑ̃ kø ),①〈名〉﹝旧﹞式大灶头上的一个铜制的盛放水的小罐儿，在做饭菜时，自然烧开罐内的水，喝热水用。②〈名〉喻指吃饭时会吃很多的汤水的孩子或青少年人：搿只～，侬看伊吃一顿饭，要吃脱多少汤,shiau33 thaon55 kuoe21
【行灶】,【行灶】,hhanzao,ɦa ̃ tsɔ ,〈名〉可以移动的烧架小灶。,ghan22 tsau44
【沙锅】,【沙锅】,°sogu,so ku ,沙锅,so55 ku21
【平底锅】,【平底锅】,bhindigu,biŋ ti ku ,〈名〉一种底部平齐的扁形锅子。,bin22 ti55 ku21
【暖锅】,【暖锅】,noegu,nø ku ,〈名〉回火锅。,noe22 ku44
【火锅】,【火锅】,hugu,hu ku ,火锅,hu33 ku44
【电火锅】,【电火锅】,dhihugu,di hu ku ,〈名〉以电为能量的火锅。,di22 hu55 ku21
【烤面包机】,【烤面包机】,kao mibaoji,kʰɔ mi pɔ tɕi ,〈名〉烘烤面包的电器。,khau34 mi22 pau55 ci21
【烤箱】,【烤箱】,kaoxian(kaoxiang),kʰɔ ɕia ̃ (kʰɔ ɕiɑ̃ ),〈名〉用于烤面包等食物的电烤炉子。,khau33 shian44
【电磁炉】,【电磁炉】,dhishylu,di zɿ lu ,〈名〉利用电磁加热的炉子。,di22 zy55 lu21
【微波炉】,【微波炉】,fhibulu,vi pu lu ,〈名〉用红外线加热制作食物的电器。,vi22 pu55 lu21
【烘箱】,【烘箱】,°hongxian(°hongxiang),’hoŋ ɕia ̃ ('hoŋ ɕiɑ̃ ),烘箱,hon55 shian21
【茶缸】,【茶缸】,shogang,zo kɑ̃ ,〈名〉一种盛放茶叶等物的容器。,zo22 kaon44
【杯子】,【杯子】,°bezy,pᴇ tsɿ ,杯子,pe55 tsy21
【玻璃杯】,【玻璃杯】,°bulibe,’pu li pᴇ ,①〈名〉玻璃制成的杯子。②〈名〉回酒吧中的女招待。,pu55 li33 pe21
【茶杯】,【茶杯】,shobe,zo pᴇ ,〈名〉主要用于喝茶的杯子。,zo22 pe44
【滤叶杯】,【滤叶杯】,lyuyhikbe,lyu ɦi iɪʔ pᴇ ,〈名〉杯子上部有一层可以挡住茶叶的罩子的杯子。,liu22 yiq5 pe21
【茶托】,【茶托】,shotok,zo tʰoʔ ,〈名〉置于茶杯下托住茶杯的有柄的用具，往往用于托住一次性软塑料制的茶杯。,zo22 thoq4
【茶垫】,【茶垫】,shokdhi,zoʔ di ,〈名〉茶杯底下的垫子。,zo22 di44
【底盘】,【底盘】,dibhoe,ti bø ,〈名〉托底的盘子。,ti33 boe44
【马克杯】,【马克杯】,mokekbe(mokakbe),moʔ əʔ pᴇ (moʔ ᴀʔ pᴇ ),〈名〉有柄圆筒塑制水杯。◇英语mug 的音译。,mo22 kheq5 pe21
【搪瓷杯(子)】,【搪瓷杯(子)】,dhangshybezy/ dhangshybe,dɑ̃ zɿ pᴇ tsɿ / dɑ̃ zɿ pᴇ ,〈名〉外涂“搪瓷”的铁杯子。搪瓷，用石英、长石、硝石、碳酸钠等烧制成的像釉子的物质，涂于金属坯胎上，可防锈，耐腐蚀。,daon22 zy55 pe33 tsy21
